#             |P|               []
   4.37712589e-02   6.00141000e-01
   3.73308303e-02   6.00763000e-01
   1.25927770e-02   6.00318000e-01
   1.24548239e-02   6.00838000e-01
   3.15058098e-02   6.00356000e-01
   2.16700907e-02   6.00129000e-01
   3.89091875e-02   6.00766000e-01
   2.43567270e-02   6.00474000e-01
   3.12518032e-02   6.00067000e-01
   2.48055999e-02   5.99837000e-01
   3.46327772e-02   6.00537000e-01
   1.28943864e-02   6.00169000e-01
   2.13640594e-03   5.99977000e-01
   3.67571598e-02   6.00809000e-01
   1.42746512e-02   6.00660000e-01
   3.75468070e-02   6.00142000e-01
   3.56633978e-02   6.00072000e-01
   3.40646958e-02   6.01621000e-01
   3.20330931e-02   6.00620000e-01
   3.49626347e-03   5.99540000e-01
   1.10990385e-02   6.00118000e-01
   2.75807776e-02   6.00812000e-01
   3.40559062e-02   6.01059000e-01
   7.08733274e-03   5.99931000e-01
   3.94706023e-02   6.00597000e-01
   3.19134489e-02   6.01007000e-01
   2.21808482e-02   6.00117000e-01
   2.61522498e-02   6.00901000e-01
   1.24628503e-02   6.00494000e-01
   1.77757474e-02   6.00181000e-01
   1.27599587e-02   6.00256000e-01
   3.31825764e-02   6.00637000e-01
   1.98078697e-02   6.00111000e-01
   1.03274014e-02   5.99937000e-01
   3.03365439e-02   6.00126000e-01
   7.83955219e-03   6.00035000e-01
   1.63299376e-02   6.00341000e-01
   2.60819418e-02   6.00349000e-01
   1.13047905e-02   6.00135000e-01
   2.56521522e-02   6.00291000e-01
   2.04535348e-02   5.99615000e-01
   2.40365739e-02   6.00297000e-01
   2.68327866e-02   6.01074000e-01
   3.59157900e-02   6.00601000e-01
   5.88084788e-03   6.00727000e-01
   4.53887514e-02   6.00534000e-01
   3.07009464e-03   6.00180000e-01
   8.01105405e-03   6.00583000e-01
   2.08359509e-02   6.00449000e-01
   1.97130595e-02   5.99275000e-01
   3.20068963e-02   6.00781000e-01
   4.42748566e-02   6.00591000e-01
   3.43225666e-02   5.99726000e-01
   6.22074050e-03   5.99785000e-01
   3.66686294e-02   6.00380000e-01
   3.81107915e-02   6.00064000e-01
   1.12029608e-02   6.00245000e-01
   3.32558368e-02   6.00951000e-01
   3.46783315e-02   6.00927000e-01
   1.02069452e-02   6.00581000e-01
   3.71402020e-02   6.00807000e-01
   3.09323974e-02   6.01128000e-01
   2.32060015e-02   6.00493000e-01
   2.92357893e-02   5.99758000e-01
   3.65660829e-02   6.00913000e-01
   2.10526175e-02   6.00200000e-01
   2.51449468e-02   6.00666000e-01
   7.83247504e-03   6.00345000e-01
   3.12962851e-02   6.00507000e-01
   1.84713156e-02   6.00056000e-01
   3.74135096e-02   6.00245000e-01
   3.02347002e-02   6.00912000e-01
   2.28402152e-02   6.00785000e-01
   2.68747906e-02   6.01180000e-01
   1.68150097e-02   6.01122000e-01
   2.31326809e-02   6.01290000e-01
   2.88194331e-02   5.99984000e-01
   1.84578110e-02   6.00113000e-01
   3.77803363e-02   6.00052000e-01
   2.93663662e-02   6.00326000e-01
   2.87332694e-02   6.00342000e-01
   4.14802612e-02   6.00801000e-01
   2.09539646e-02   6.00099000e-01
   4.49651046e-03   5.99977000e-01
   2.35517170e-02   6.00490000e-01
   2.42662653e-02   6.00823000e-01
   3.46452258e-02   6.00170000e-01
   1.11569938e-02   6.00558000e-01
   3.47507805e-02   6.00776000e-01
   2.45785307e-02   6.00331000e-01
   1.00134438e-02   5.99687000e-01
   2.22886197e-02   5.99885000e-01
   2.27205955e-02   5.99244000e-01
   2.44092169e-02   6.00410000e-01
   3.46041012e-02   6.00878000e-01
   3.84284349e-02   6.00284000e-01
   2.46024992e-02   6.00687000e-01
   3.39387288e-02   6.00916000e-01
   2.96824877e-02   6.00273000e-01
   3.38106759e-02   6.00789000e-01
   3.79796227e-02   6.00607000e-01
   2.35566302e-02   6.00824000e-01
   2.15203097e-02   6.00866000e-01
   1.41751321e-02   6.00055000e-01
   3.28740614e-02   6.00559000e-01
   1.81056577e-02   6.00782000e-01
   4.35552828e-02   6.00928000e-01
   3.38737425e-02   6.01414000e-01
   2.51168502e-02   6.01093000e-01
   2.66834863e-02   6.00530000e-01
   4.73136900e-02   6.00120000e-01
   6.66832435e-03   5.99832000e-01
   5.98820271e-03   6.00119000e-01
   1.12508533e-02   6.00882000e-01
   6.10681723e-03   6.00424000e-01
   1.66161715e-02   6.00551000e-01
   4.06909122e-02   6.00200000e-01
   1.55950253e-02   6.00564000e-01
   2.31246908e-02   6.01142000e-01
   3.29331933e-02   6.00260000e-01
   2.51631897e-02   6.00718000e-01
   2.45510078e-02   6.00402000e-01
   3.05134587e-02   6.01031000e-01
   2.18680971e-02   6.00397000e-01
   1.07224337e-02   6.00191000e-01
   4.00989567e-02   6.00911000e-01
   3.27454409e-02   6.00225000e-01
   1.37103118e-02   6.00517000e-01
   3.25344388e-02   6.00827000e-01
   2.14280186e-02   6.00341000e-01
   3.59238807e-02   6.01142000e-01
   1.88079043e-02   6.00327000e-01
   6.99175569e-03   6.00670000e-01
   3.33094811e-02   6.00005000e-01
   2.58476503e-02   6.00796000e-01
   2.99263213e-02   6.00554000e-01
   2.56013119e-02   6.00464000e-01
   3.29789014e-02   6.01448000e-01
   2.72202995e-02   6.00500000e-01
   2.88181005e-02   6.00425000e-01
   1.17254076e-02   6.00838000e-01
   2.07962086e-03   5.99989000e-01
