#             |P|               []
   1.85873747e-02   5.99270000e-01
   6.54359512e-03   5.99425000e-01
   3.33533306e-03   5.99762000e-01
   1.67847029e-02   5.99633000e-01
   9.59541726e-03   5.99284000e-01
   6.66868060e-03   5.99082000e-01
   2.80333546e-02   5.98714000e-01
   2.90700944e-02   5.98927000e-01
   2.44943988e-02   5.99264000e-01
   1.87764081e-02   5.98932000e-01
   3.06673557e-02   5.99041000e-01
   2.97499228e-02   5.99407000e-01
   1.80256237e-02   5.99397000e-01
   2.26826353e-02   5.99349000e-01
   1.53064056e-02   5.98798000e-01
   1.08502242e-02   5.99439000e-01
   8.29625458e-03   5.99341000e-01
   5.40236386e-03   5.99169000e-01
   9.81303488e-03   5.98667000e-01
   2.31091229e-02   5.98875000e-01
   2.52859290e-02   5.98810000e-01
   3.38459791e-02   5.98805000e-01
   3.45310795e-02   5.99342000e-01
   2.30085497e-02   5.99734000e-01
   9.84250910e-03   5.97997000e-01
   9.84086934e-03   5.99111000e-01
   1.92132778e-02   5.99050000e-01
   1.54888926e-02   5.98985000e-01
   2.84837490e-02   5.99477000e-01
   1.16868887e-02   5.99052000e-01
   7.07654667e-03   5.99230000e-01
   8.75477027e-03   5.98524000e-01
   5.56194037e-03   5.98973000e-01
   2.69223937e-02   5.99005000e-01
   1.52440754e-02   5.99235000e-01
   2.99784315e-02   5.99544000e-01
   2.77109124e-02   5.99001000e-01
   1.04507786e-02   5.99731000e-01
   1.08899383e-02   5.98506000e-01
   3.23281585e-02   5.99358000e-01
   1.96352946e-02   5.99561000e-01
   6.36709223e-03   5.98692000e-01
   1.98604560e-02   5.98989000e-01
   1.76466080e-02   5.99471000e-01
   3.53875566e-02   5.99722000e-01
   1.99519968e-02   5.98706000e-01
   2.92862229e-02   5.98541000e-01
   2.11042241e-02   5.99435000e-01
   6.66281256e-03   5.99170000e-01
   1.35339008e-02   5.99622000e-01
   1.24191505e-02   5.99782000e-01
   6.31296720e-03   5.99188000e-01
   6.73275830e-03   5.99794000e-01
   8.97614291e-03   5.98937000e-01
   6.48458522e-03   5.99415000e-01
   2.69866864e-02   5.99200000e-01
   1.68245506e-02   5.98269000e-01
