#          |P|               []
   6.68839831e-02   5.88279000e-01
   3.84709115e-02   5.91076000e-01
   2.25592529e-02   5.94753000e-01
   3.19132206e-02   5.92830000e-01
   2.21512480e-02   5.87706000e-01
   2.99069897e-02   5.91604000e-01
   3.11554651e-02   5.90244000e-01
   3.01909725e-02   5.92310000e-01
   5.51766787e-02   5.91630000e-01
   3.35758811e-02   5.89531000e-01
   1.72173326e-03   5.93151000e-01
   2.57813367e-02   5.93016000e-01
   1.71602050e-02   5.93454000e-01
   1.73774873e-02   5.92336000e-01
   4.25505962e-02   5.93759000e-01
   6.93092558e-02   5.89697000e-01
   4.36331924e-02   5.92583000e-01
   2.58872697e-02   5.91542000e-01
   4.26446578e-02   5.96605000e-01
   2.86876926e-02   5.90096000e-01
   5.02671630e-02   5.90490000e-01
   4.15421723e-02   5.92502000e-01
   2.41605220e-02   5.91196000e-01
   2.76672293e-03   5.93926000e-01
   3.26194135e-02   5.90837000e-01
   2.30119850e-02   5.92278000e-01
   1.87832535e-02   5.94863000e-01
   3.42945031e-02   5.90227000e-01
   2.04871220e-02   5.91315000e-01
   2.00452925e-02   5.91387000e-01
   2.44952530e-02   5.95494000e-01
   3.79799584e-02   5.86792000e-01
   1.97107783e-02   5.93400000e-01
   2.69582835e-02   5.89211000e-01
   2.13257218e-02   5.92069000e-01
   2.86837757e-02   5.94059000e-01
   3.89948438e-02   5.90780000e-01
   2.50297244e-02   5.90754000e-01
   2.97314234e-02   5.92034000e-01
   3.63228334e-02   5.95413000e-01
   1.57675979e-02   5.94382000e-01
   4.26307284e-02   5.91840000e-01
   5.35985703e-02   5.94470000e-01
   1.40627847e-02   5.90956000e-01
   4.63546165e-02   5.89252000e-01
   4.29492024e-02   5.94200000e-01
   2.53323080e-02   5.93673000e-01
   1.63744971e-02   5.93448000e-01
   2.73015669e-02   5.92735000e-01
   9.12390101e-03   5.91016000e-01
   1.99085477e-02   5.91072000e-01
   5.00619202e-02   5.91691000e-01
   1.07869277e-02   5.93290000e-01
   3.52598305e-02   5.93828000e-01
   3.69645057e-02   5.89437000e-01
   1.37145517e-02   5.93699000e-01
   8.73864561e-03   5.92984000e-01
   1.30471426e-02   5.89152000e-01
   2.61619744e-02   5.86725000e-01
   3.99952811e-02   5.97365000e-01
   3.45643109e-02   5.90308000e-01
   3.20230012e-02   5.92015000e-01
   2.86797379e-02   5.88799000e-01
   3.78898271e-02   5.88901000e-01
   2.27620123e-02   5.89352000e-01
   2.83648953e-02   5.94593000e-01
   1.24173957e-02   5.91247000e-01
   2.85716451e-02   5.90417000e-01
   3.86017210e-02   5.94101000e-01
   6.62181777e-02   5.90586000e-01
   6.58668104e-02   5.94072000e-01
   3.51581682e-02   5.91373000e-01
   4.16481260e-02   5.92694000e-01
   3.92126919e-02   5.88611000e-01
   1.39832308e-02   5.88127000e-01
   1.59013798e-02   5.92098000e-01
   7.50920409e-03   5.89857000e-01
   1.23605768e-02   5.90605000e-01
   3.54217057e-02   5.92274000e-01
   3.76761389e-02   5.87868000e-01
   1.51121049e-02   5.88155000e-01
   3.81129092e-02   5.95846000e-01
   1.12734432e-02   5.94515000e-01
   2.01166467e-02   5.89854000e-01
   1.50657811e-02   5.89072000e-01
   2.00804443e-02   5.89407000e-01
   5.04071635e-02   5.91185000e-01
   3.55614977e-02   5.93020000e-01
   3.35022596e-02   5.93231000e-01
   4.72501311e-02   5.91856000e-01
   4.82907258e-02   5.87848000e-01
   2.81606264e-02   5.88832000e-01
   1.59361607e-02   5.91217000e-01
   8.71054972e-03   5.98448000e-01
   1.44746041e-02   5.90864000e-01
   4.56498820e-02   5.93637000e-01
   1.72301258e-02   5.89710000e-01
   2.08084628e-02   5.91188000e-01
   5.59011561e-02   5.92573000e-01
   2.62724403e-02   5.93656000e-01
   4.56721702e-02   5.92445000e-01
   1.12650273e-02   5.89126000e-01
   1.48090411e-02   5.90434000e-01
   5.37615197e-02   5.91565000e-01
   2.93259810e-02   5.84929000e-01
   2.47246654e-02   5.86594000e-01
   2.14006554e-02   5.90511000e-01
   2.61379800e-02   5.90086000e-01
   3.04402760e-02   5.89394000e-01
   3.30769267e-02   5.93951000e-01
   1.19085809e-02   5.89102000e-01
   3.42276705e-02   5.90916000e-01
   5.56830785e-02   5.95000000e-01
   1.62028509e-02   5.91412000e-01
   1.74188837e-02   5.88326000e-01
   6.52569707e-03   5.92378000e-01
   4.55596647e-02   5.92361000e-01
   2.23843708e-02   5.93651000e-01
   3.02598868e-02   5.87289000e-01
   3.81646982e-02   5.95447000e-01
   2.99906101e-02   5.91288000e-01
   8.37259801e-03   5.90943000e-01
   2.29792955e-02   5.90570000e-01
   1.67623543e-02   5.89109000e-01
   1.67821319e-02   5.89738000e-01
   4.12662872e-03   5.90736000e-01
   4.61881944e-03   5.92530000e-01
   2.19823007e-02   5.91120000e-01
   1.50324399e-02   5.91397000e-01
   3.98191262e-02   5.91368000e-01
   4.25010505e-02   5.94274000e-01
   2.01736162e-02   5.92535000e-01
   2.89836935e-02   5.91452000e-01
   4.54813428e-02   5.94358000e-01
   3.56388299e-02   5.90995000e-01
   3.19122242e-02   5.89742000e-01
   1.80665554e-02   5.94056000e-01
   3.32315568e-02   5.91179000e-01
   1.71649248e-02   5.87350000e-01
   2.54190272e-02   5.91847000e-01
   7.31249479e-03   5.90627000e-01
   3.06297899e-02   5.95356000e-01
   7.84751396e-03   5.92514000e-01
   1.89412478e-02   5.96162000e-01
   3.52004217e-02   5.89415000e-01
   6.53392863e-02   5.91246000e-01
   1.47341018e-02   5.92976000e-01
   3.02877568e-02   5.93493000e-01
   1.84341614e-02   5.92307000e-01
   2.08220057e-02   5.92635000e-01
