#          |P|               []
   9.45222422e-03   5.82990000e-01
   1.34465083e-02   5.78545000e-01
   2.27709179e-02   5.80284000e-01
   2.55734081e-02   5.82184000e-01
   1.66555444e-02   5.75883000e-01
   1.28986409e-02   5.81236000e-01
   1.82589623e-02   5.79230000e-01
   2.10689279e-02   5.77400000e-01
   2.94773165e-02   5.79040000e-01
   3.79732382e-03   5.77790000e-01
   3.30006563e-02   5.73144000e-01
   2.33017906e-02   5.81897000e-01
   1.58176011e-02   5.81102000e-01
   7.51053623e-03   5.80375000e-01
   1.70736961e-02   5.76352000e-01
   1.13081229e-02   5.80730000e-01
   1.67659516e-02   5.80562000e-01
   3.07825671e-02   5.82666000e-01
   1.24990465e-02   5.79574000e-01
   2.85646886e-02   5.74813000e-01
   1.98177272e-02   5.77047000e-01
   1.68414869e-02   5.79004000e-01
   1.16512763e-02   5.80305000e-01
   7.48952088e-03   5.78331000e-01
   3.92169204e-03   5.78067000e-01
   2.56901379e-02   5.80335000e-01
   2.70188768e-02   5.80472000e-01
   3.05471149e-02   5.80313000e-01
   8.92050821e-03   5.79510000e-01
   3.40066986e-03   5.73327000e-01
   4.31177766e-02   5.80124000e-01
   3.98391744e-03   5.78052000e-01
   4.80513775e-03   5.77971000e-01
   1.44215796e-02   5.75760000e-01
   2.49196307e-02   5.77414000e-01
   2.91371283e-02   5.75804000e-01
   2.02864726e-02   5.79293000e-01
   1.01905179e-02   5.80477000e-01
   3.26048963e-02   5.78495000e-01
   3.12971271e-02   5.80055000e-01
   3.17587156e-02   5.82122000e-01
   8.04838843e-03   5.76696000e-01
   4.73312332e-03   5.71968000e-01
   2.98280694e-02   5.79607000e-01
   4.26575269e-03   5.80371000e-01
   6.35701501e-03   5.76661000e-01
   3.17023749e-02   5.76102000e-01
   1.15967741e-02   5.81695000e-01
   2.37740102e-02   5.78094000e-01
   3.75569730e-02   5.78886000e-01
   5.70017982e-03   5.80642000e-01
   2.09814829e-02   5.78287000e-01
   4.60690860e-03   5.78510000e-01
   1.73136199e-02   5.81043000e-01
   3.00902546e-02   5.79764000e-01
   1.46121198e-02   5.75817000e-01
   2.50659639e-02   5.81544000e-01
   6.11707612e-03   5.78140000e-01
   1.86285973e-02   5.77565000e-01
   4.49487929e-02   5.78574000e-01
   1.45799974e-02   5.79168000e-01
   1.85438771e-02   5.77980000e-01
   2.76601535e-02   5.80668000e-01
   9.09724815e-03   5.80375000e-01
   6.38065444e-03   5.84361000e-01
   3.36408348e-02   5.80724000e-01
   3.06805027e-02   5.80322000e-01
   4.70814405e-03   5.79090000e-01
   5.69676423e-03   5.78747000e-01
   1.71799444e-02   5.79294000e-01
   4.27422867e-02   5.80388000e-01
   1.50046991e-02   5.78059000e-01
   6.06931397e-03   5.75033000e-01
   1.89583299e-02   5.80217000e-01
   4.82174587e-02   5.79389000e-01
   1.75459546e-02   5.75279000e-01
   4.35250192e-02   5.81195000e-01
   2.53169607e-02   5.80285000e-01
   8.10827316e-03   5.77266000e-01
   2.89970984e-02   5.80592000e-01
   1.04353345e-02   5.78955000e-01
   3.49588114e-03   5.82015000e-01
   1.00925248e-02   5.79257000e-01
   4.97988343e-03   5.79764000e-01
   9.35555443e-03   5.82144000e-01
   2.30854177e-02   5.78772000e-01
   1.80830571e-02   5.78974000e-01
   1.51559858e-02   5.76126000e-01
   8.86338567e-03   5.80268000e-01
   2.66808743e-02   5.78837000e-01
   3.60183748e-02   5.81138000e-01
   6.12328153e-03   5.79227000e-01
   2.79820750e-02   5.79311000e-01
   3.48715091e-02   5.80684000e-01
   3.91235629e-02   5.79021000e-01
   5.02993123e-03   5.76634000e-01
   1.80181175e-02   5.78638000e-01
   8.03973604e-03   5.77750000e-01
   1.06866267e-02   5.77338000e-01
   2.69744646e-02   5.81030000e-01
   2.62868609e-02   5.74872000e-01
   2.63712176e-02   5.74615000e-01
   2.59314098e-02   5.78032000e-01
   1.92762192e-02   5.76568000e-01
   2.83578253e-02   5.82061000e-01
   1.69842045e-02   5.78707000e-01
   1.39371168e-02   5.81884000e-01
   1.18823421e-02   5.77488000e-01
   9.06699508e-03   5.77150000e-01
   1.43602459e-02   5.78247000e-01
   1.84320455e-02   5.80481000e-01
   2.16520301e-02   5.80144000e-01
   9.30499337e-03   5.81332000e-01
   7.31616214e-03   5.81118000e-01
   1.93342990e-02   5.81707000e-01
   1.36515435e-02   5.80272000e-01
   1.96425938e-02   5.76330000e-01
   3.34989449e-02   5.80506000e-01
   5.53453948e-02   5.82373000e-01
   3.27922772e-02   5.80440000e-01
   1.75064517e-02   5.81526000e-01
   1.30358018e-02   5.76103000e-01
   1.54116378e-02   5.76055000e-01
   6.72862228e-03   5.78304000e-01
   2.58543736e-02   5.80559000e-01
   3.18440691e-02   5.79390000e-01
   2.26185356e-02   5.72979000e-01
   7.17107455e-03   5.79773000e-01
   6.08091741e-02   5.79440000e-01
   1.10929782e-02   5.79485000e-01
   1.08252085e-02   5.80347000e-01
   8.03489936e-03   5.79863000e-01
   8.76263985e-03   5.76052000e-01
   2.55121025e-02   5.77335000e-01
   2.54550453e-02   5.76728000e-01
   7.00424606e-03   5.82112000e-01
   3.28700172e-02   5.86399000e-01
   1.73005429e-02   5.77494000e-01
   2.32132008e-02   5.79726000e-01
   3.59044334e-02   5.82443000e-01
   2.71417651e-02   5.82650000e-01
   3.85095737e-02   5.81016000e-01
   2.57589476e-02   5.78982000e-01
   2.95489325e-02   5.79747000e-01
   1.93267582e-02   5.78801000e-01
   7.57183322e-03   5.78471000e-01
   1.62021253e-02   5.78006000e-01
   2.03465039e-02   5.77962000e-01
   2.97530592e-02   5.82131000e-01
   1.64863213e-02   5.81810000e-01
   1.40299561e-02   5.78816000e-01
   1.71072471e-02   5.77140000e-01
   8.60491658e-03   5.77008000e-01
   8.30878153e-03   5.76539000e-01
   3.66979543e-02   5.78238000e-01
   2.75995464e-02   5.75898000e-01
   1.70614474e-02   5.79126000e-01
   2.23569621e-02   5.80361000e-01
   2.67573201e-02   5.78317000e-01
   1.27830880e-02   5.75544000e-01
   1.22619881e-02   5.79202000e-01
   1.54238364e-02   5.77901000e-01
   7.32926238e-03   5.78184000e-01
   1.26346716e-02   5.74965000e-01
   4.42666972e-02   5.81892000e-01
   6.03440077e-03   5.80031000e-01
