#          |P|               []
   1.79057771e-02   5.73946000e-01
   1.83127974e-02   5.69885000e-01
   1.78476915e-02   5.69363000e-01
   2.28488412e-02   5.72865000e-01
   2.41896003e-02   5.68386000e-01
   7.92844141e-03   5.70436000e-01
   4.90632256e-03   5.74040000e-01
   1.05607231e-02   5.75328000e-01
   1.73122457e-02   5.73421000e-01
   1.92748625e-02   5.71075000e-01
   9.09532974e-03   5.72110000e-01
   2.73148539e-02   5.71227000e-01
   2.28309368e-02   5.73048000e-01
   1.13759112e-02   5.73845000e-01
   3.49319304e-03   5.72032000e-01
   1.27235180e-02   5.74817000e-01
   2.60196420e-03   5.73798000e-01
   1.22164464e-02   5.74433000e-01
   2.74192807e-02   5.71317000e-01
   3.36460090e-02   5.69682000e-01
   1.18728983e-02   5.69581000e-01
   8.16953254e-03   5.70566000e-01
   1.81371210e-03   5.70633000e-01
   1.28949816e-02   5.70671000e-01
   1.87690972e-02   5.72305000e-01
   6.69677812e-03   5.74243000e-01
   2.99879252e-02   5.74926000e-01
   5.51909120e-03   5.72358000e-01
   1.92658342e-02   5.70895000e-01
   2.45114320e-02   5.67702000e-01
   3.60422682e-03   5.74679000e-01
   5.67801209e-03   5.75810000e-01
   8.46442492e-03   5.70262000e-01
   6.52068125e-03   5.71830000e-01
   4.12834938e-02   5.70424000e-01
   2.38265993e-02   5.71878000e-01
   1.63726057e-02   5.70175000e-01
   1.47392158e-02   5.73006000e-01
   2.04045677e-02   5.69158000e-01
   9.43560097e-03   5.70799000e-01
   1.08628603e-02   5.70063000e-01
   6.66079419e-03   5.65661000e-01
   2.98887926e-02   5.73125000e-01
   3.32138600e-02   5.72370000e-01
   3.14796515e-02   5.71780000e-01
   1.78215185e-02   5.70552000e-01
   2.24778341e-03   5.69148000e-01
   3.08591603e-02   5.71764000e-01
   2.59131158e-02   5.70785000e-01
   1.26288634e-02   5.69463000e-01
   1.43396369e-02   5.75315000e-01
   1.58319791e-02   5.71623000e-01
   1.92684888e-02   5.72412000e-01
   9.78977085e-03   5.71545000e-01
   1.37623480e-02   5.67762000e-01
   1.91154448e-02   5.67950000e-01
   1.38301800e-02   5.71424000e-01
   2.81180795e-02   5.71121000e-01
   4.31488771e-03   5.71416000e-01
   1.76682439e-02   5.72934000e-01
   2.33544372e-02   5.71809000e-01
   3.72227343e-02   5.72722000e-01
   1.24102905e-02   5.69476000e-01
   8.09757111e-04   5.71114000e-01
   1.59410095e-02   5.72344000e-01
   1.20531892e-02   5.71346000e-01
   2.34443122e-03   5.74799000e-01
   1.73781040e-02   5.69359000e-01
   2.50890342e-02   5.71439000e-01
   1.96993580e-02   5.76590000e-01
   2.42296978e-02   5.73869000e-01
   1.28092040e-02   5.70067000e-01
   1.94658343e-02   5.71647000e-01
   2.21328236e-02   5.71749000e-01
   1.44267241e-02   5.74948000e-01
   2.97869855e-02   5.67646000e-01
   1.90296015e-02   5.73610000e-01
   2.73446344e-02   5.70993000e-01
   2.66648493e-02   5.72221000e-01
   1.06873830e-02   5.71718000e-01
   1.60130776e-02   5.74270000e-01
   3.54927254e-02   5.72554000e-01
   2.37548297e-02   5.73057000e-01
   1.10739706e-02   5.71912000e-01
   1.05563275e-02   5.77600000e-01
   2.46342601e-02   5.71415000e-01
   8.13605264e-03   5.69269000e-01
   2.27711435e-02   5.70728000e-01
   1.10732748e-02   5.74625000e-01
   1.93928564e-02   5.71035000e-01
   1.60528220e-02   5.71861000e-01
   1.52617014e-02   5.70600000e-01
   1.88173391e-02   5.73484000e-01
   1.46406822e-02   5.70577000e-01
   1.53932767e-02   5.72473000e-01
   2.79443202e-02   5.71855000e-01
   1.79071724e-02   5.72682000e-01
   2.98313287e-02   5.75014000e-01
   3.01167794e-03   5.71874000e-01
   1.46209075e-02   5.72006000e-01
   2.09702065e-02   5.69740000e-01
   2.80218657e-02   5.66093000e-01
   2.44950819e-03   5.68468000e-01
   2.70438279e-02   5.67271000e-01
   3.22611604e-02   5.75655000e-01
   2.44727050e-02   5.70682000e-01
   1.59252411e-02   5.71376000e-01
   3.04273829e-02   5.73312000e-01
   2.47264206e-02   5.70439000e-01
   1.22566668e-02   5.72197000e-01
