#          |P|               []
   5.78926259e-02   5.96352000e-01
   2.25167093e-02   6.01056000e-01
   4.71787323e-02   5.98869000e-01
   2.98333740e-02   5.97320000e-01
   4.73924718e-02   5.94199000e-01
   3.77275746e-02   5.98884000e-01
   5.57014418e-02   5.97970000e-01
   1.62793733e-02   5.96468000e-01
   5.42682471e-02   5.95470000e-01
   9.33853196e-03   5.98456000e-01
   3.43688919e-02   5.94258000e-01
   3.41306818e-02   5.94937000e-01
   1.21644476e-02   6.00232000e-01
   5.69632918e-02   5.97668000e-01
   3.80768937e-02   5.92705000e-01
   3.02401251e-02   5.99242000e-01
   5.24893237e-02   5.98089000e-01
   5.79479481e-02   5.98879000e-01
   2.03125739e-02   6.01092000e-01
   6.25888776e-02   6.02565000e-01
   4.17916610e-02   5.90858000e-01
   2.34291943e-02   5.99181000e-01
   3.26900172e-02   5.95326000e-01
   3.26670363e-02   5.92711000e-01
   6.08733171e-02   5.97777000e-01
   4.45513607e-02   5.98232000e-01
   3.65577833e-02   5.97834000e-01
   5.56759757e-03   5.94273000e-01
   2.04498793e-02   5.95716000e-01
   5.71526580e-02   5.98215000e-01
   2.39926070e-02   5.96113000e-01
   3.47376471e-02   5.93382000e-01
   2.54417442e-02   5.96757000e-01
   3.59197727e-02   5.96881000e-01
   4.46679897e-02   6.02020000e-01
   2.20339490e-03   6.02521000e-01
   5.38175950e-02   5.99560000e-01
   2.50259296e-02   5.99729000e-01
   2.87054865e-02   5.97208000e-01
   2.34123845e-02   5.98599000e-01
   1.40290511e-02   5.90455000e-01
   5.91887621e-02   5.98170000e-01
   5.42722346e-02   5.96678000e-01
   6.58856181e-03   5.96526000e-01
   4.18159327e-02   5.99725000e-01
   3.03779849e-02   5.95745000e-01
   4.95637520e-02   5.98529000e-01
   2.79239744e-02   5.92101000e-01
   4.07946824e-02   5.95937000e-01
   2.33807726e-02   5.97692000e-01
   4.21303060e-02   6.00798000e-01
   2.19841203e-02   5.97094000e-01
   2.26722570e-02   5.98860000e-01
   1.17054249e-02   5.96709000e-01
   1.61183103e-02   5.95802000e-01
   7.21863010e-03   5.98525000e-01
   2.49406758e-02   5.98086000e-01
   3.79759250e-02   5.98990000e-01
   2.04995372e-02   5.96683000e-01
   3.65944460e-02   5.97752000e-01
   4.36012164e-02   6.00927000e-01
   5.24346180e-02   6.00159000e-01
   3.37395867e-02   5.95358000e-01
   4.62310889e-02   5.96657000e-01
   3.39265361e-02   6.01324000e-01
   3.51314747e-02   5.97589000e-01
   5.72211614e-02   5.95442000e-01
   7.90408890e-03   5.93193000e-01
   5.15895864e-02   6.00022000e-01
   2.66659677e-02   5.97998000e-01
   7.27061618e-03   5.95027000e-01
   4.38427765e-02   5.94820000e-01
   3.70631326e-02   6.00715000e-01
   3.12254827e-02   5.96872000e-01
   9.52087912e-02   5.96986000e-01
   2.67111063e-02   5.95895000e-01
   1.57675981e-02   5.94719000e-01
   6.20960752e-02   5.96739000e-01
   2.06346893e-02   5.96533000e-01
   5.51252108e-02   5.97842000e-01
   2.31136514e-02   5.99546000e-01
   2.71123604e-02   5.94984000e-01
   1.65057491e-02   6.01597000e-01
   3.23118594e-02   6.01174000e-01
   3.73003478e-02   5.96054000e-01
   1.82903284e-02   5.98083000e-01
   3.57488810e-02   5.96372000e-01
   3.73916885e-02   5.93267000e-01
   5.12267287e-02   5.97372000e-01
   5.19436065e-02   5.96744000e-01
   3.47407420e-02   5.96331000e-01
   2.60596253e-02   5.97515000e-01
   6.54888978e-02   5.94741000e-01
   2.25929606e-02   5.95391000e-01
   3.82174354e-02   5.96411000e-01
   3.42194781e-02   5.96602000e-01
   2.15382322e-02   5.96953000e-01
   6.65631795e-02   5.97615000e-01
   5.25368411e-02   5.97766000e-01
   5.46719405e-02   5.95334000e-01
   1.44862567e-02   5.96551000e-01
   3.55709120e-02   5.94655000e-01
   6.03742311e-02   5.95772000e-01
   1.55809621e-02   5.97286000e-01
   7.80968797e-02   5.98586000e-01
   3.49782885e-02   5.95486000e-01
   2.66866221e-02   5.95638000e-01
   1.99421544e-02   5.96598000e-01
   4.96439734e-02   6.01833000e-01
   2.78588612e-02   5.97112000e-01
   3.37983008e-02   5.94461000e-01
   1.86564077e-02   5.95554000e-01
   6.12476816e-02   5.95374000e-01
   5.86631886e-02   5.96507000e-01
   2.64478444e-02   5.97122000e-01
   2.01416154e-02   5.99822000e-01
   2.00681968e-02   5.95326000e-01
   2.85832839e-02   5.94597000e-01
   2.65908669e-02   6.00177000e-01
   5.21486726e-02   5.97888000e-01
   4.15372109e-02   5.96571000e-01
   2.93267324e-02   5.97280000e-01
   4.83816360e-02   5.97347000e-01
   5.64613550e-02   5.98468000e-01
   3.02975081e-02   5.94486000e-01
   5.41600122e-02   5.94127000e-01
   2.91595284e-02   5.96930000e-01
   5.65646135e-03   5.95687000e-01
   9.27165634e-02   5.97586000e-01
   3.18993506e-02   5.99357000e-01
   2.46071931e-02   5.95450000e-01
   2.94654819e-02   5.99175000e-01
   1.75933124e-02   5.99105000e-01
   4.50567029e-02   5.99393000e-01
   2.03855615e-02   5.95342000e-01
   3.96324849e-02   5.98606000e-01
   5.82836019e-02   5.99953000e-01
   4.22647827e-02   5.98916000e-01
   4.64838597e-02   5.96371000e-01
   8.77478584e-03   5.99255000e-01
   6.05542559e-02   5.97331000e-01
   3.13059148e-02   5.97364000e-01
   1.06521319e-02   5.96917000e-01
   3.67150457e-02   5.98369000e-01
   9.18774321e-03   5.94954000e-01
   1.53865445e-02   6.00976000e-01
   4.58193347e-02   5.93735000e-01
   2.35854525e-02   5.99190000e-01
   3.38261214e-02   5.98030000e-01
   1.07052917e-02   5.96616000e-01
   8.15810504e-03   5.99156000e-01
   2.39490665e-02   5.94577000e-01
   3.81190278e-02   5.94446000e-01
   6.18598403e-02   5.96017000e-01
   3.05879729e-02   5.94655000e-01
   3.44582199e-02   5.95672000e-01
   1.20897336e-02   5.98947000e-01
   2.31652343e-02   5.96921000e-01
   2.89944365e-02   5.97910000e-01
   6.27070935e-03   5.94860000e-01
   1.72026769e-02   5.93155000e-01
   3.18569789e-02   5.98207000e-01
   4.72397906e-02   5.96461000e-01
   1.01427861e-02   5.98581000e-01
   7.01972863e-02   5.97474000e-01
   1.48055134e-02   5.98283000e-01
   3.22220631e-02   6.00241000e-01
   3.25812744e-02   5.95866000e-01
   2.05314417e-02   5.97277000e-01
   2.20357030e-02   5.96992000e-01
   2.90209079e-02   5.98137000e-01
   4.07468916e-02   5.95030000e-01
   3.00416878e-02   5.95995000e-01
   7.11588267e-02   5.99631000e-01
   1.45430672e-02   5.98321000e-01
   2.71214100e-02   5.95792000e-01
   1.34479452e-02   5.95826000e-01
   4.63600453e-02   5.93837000e-01
   4.67182582e-02   5.95952000e-01
   3.91959708e-02   6.00398000e-01
   1.64447718e-02   5.95082000e-01
   4.56568888e-02   5.97955000e-01
   4.02534544e-02   5.96974000e-01
   3.85190958e-02   5.98130000e-01
