#             |P|               []
   7.96871096e-03   6.25221000e-01
   8.41748127e-03   6.25398000e-01
   8.68962530e-03   6.25652000e-01
   2.33624851e-03   6.25591000e-01
   1.03748859e-02   6.25828000e-01
   6.24515378e-03   6.25293000e-01
   6.41207479e-03   6.25274000e-01
   7.63994208e-04   6.25388000e-01
   1.09576027e-02   6.25314000e-01
   1.16038852e-02   6.25396000e-01
   1.08451207e-02   6.25573000e-01
   5.07319625e-03   6.25422000e-01
   4.37897720e-03   6.25459000e-01
   2.41743898e-03   6.25383000e-01
   1.02407379e-02   6.25314000e-01
   6.15772439e-03   6.25212000e-01
   1.18509467e-02   6.25351000e-01
   1.03773174e-02   6.25306000e-01
   7.53091774e-03   6.25715000e-01
   3.03401641e-03   6.25732000e-01
   8.18206468e-03   6.25337000e-01
   1.54339621e-02   6.25422000e-01
   9.99262788e-03   6.25598000e-01
   1.13241824e-02   6.25352000e-01
   5.38858315e-03   6.25489000e-01
   1.08169677e-02   6.25242000e-01
   9.26744086e-03   6.25508000e-01
   1.25978317e-02   6.25359000e-01
   9.27490120e-03   6.25453000e-01
   8.43557582e-03   6.25210000e-01
   1.17435588e-03   6.25205000e-01
   1.53825206e-03   6.25361000e-01
   1.10281367e-02   6.25339000e-01
   3.92858097e-03   6.25299000e-01
   4.84112236e-03   6.25332000e-01
   8.11511629e-03   6.25305000e-01
   9.37903905e-03   6.25501000e-01
   2.66554329e-03   6.25564000e-01
   1.31913919e-02   6.25505000e-01
   1.47430680e-02   6.25525000e-01
   1.22527622e-02   6.25230000e-01
   1.03567751e-02   6.25430000e-01
   9.34110750e-03   6.25279000e-01
   3.43096275e-03   6.25541000e-01
   4.92593964e-03   6.25278000e-01
   4.91574765e-03   6.25462000e-01
   9.03422019e-03   6.25254000e-01
   4.53728626e-03   6.25353000e-01
   1.63999158e-03   6.25204000e-01
   9.59851755e-03   6.25214000e-01
   7.88309602e-03   6.25498000e-01
   7.29301589e-03   6.25521000e-01
   1.06451457e-02   6.25541000e-01
   2.60887338e-03   6.25127000e-01
   5.82480655e-03   6.25206000e-01
   1.65096250e-03   6.25395000e-01
   7.24054023e-03   6.25604000e-01
   5.36087446e-03   6.25632000e-01
   1.01730099e-02   6.25142000e-01
   5.88270694e-03   6.25495000e-01
   9.03175484e-03   6.25311000e-01
   9.44391861e-03   6.25332000e-01
   1.00055053e-02   6.25342000e-01
   3.54080173e-03   6.25665000e-01
   4.80022621e-03   6.25115000e-01
   8.99509750e-03   6.25638000e-01
