#             |P|               []
   1.31952662e-02   6.25222000e-01
   9.76132126e-03   6.25396000e-01
   1.38028554e-02   6.25651000e-01
   1.64100139e-02   6.25447000e-01
   1.47438905e-02   6.25065000e-01
   1.21097844e-02   6.25118000e-01
   1.32189601e-02   6.25424000e-01
   5.25019461e-03   6.25560000e-01
   9.60478326e-03   6.25060000e-01
   1.62635114e-02   6.25157000e-01
   5.70043813e-03   6.25112000e-01
   6.96776811e-03   6.24757000e-01
   1.59093540e-02   6.25654000e-01
   1.18634790e-02   6.25596000e-01
   1.86264908e-03   6.25684000e-01
   1.04581834e-02   6.25305000e-01
   2.39897337e-03   6.25573000e-01
   1.02749594e-02   6.24978000e-01
   9.48739908e-03   6.25582000e-01
   7.06977044e-03   6.25273000e-01
   1.33441195e-02   6.25883000e-01
   8.66841498e-03   6.25252000e-01
   4.09878066e-03   6.25191000e-01
   1.54694635e-02   6.25501000e-01
   6.02289260e-03   6.25102000e-01
   2.92348207e-03   6.25580000e-01
   1.80884334e-02   6.25326000e-01
   5.68807766e-03   6.25279000e-01
   1.46117874e-02   6.25455000e-01
   1.31850790e-02   6.25141000e-01
   1.64888210e-02   6.25727000e-01
   1.00566889e-02   6.25514000e-01
   1.31689999e-02   6.25197000e-01
   1.57640294e-02   6.25364000e-01
   1.68858042e-03   6.25468000e-01
   1.47199595e-02   6.25274000e-01
   1.01005539e-03   6.25690000e-01
   3.66201109e-03   6.25512000e-01
   1.07986968e-02   6.25184000e-01
   1.00534811e-02   6.25322000e-01
   8.29600052e-03   6.25526000e-01
   3.80196329e-03   6.24886000e-01
   3.70660185e-03   6.25064000e-01
   1.15804104e-02   6.25428000e-01
   1.26194054e-02   6.24985000e-01
   2.90745729e-03   6.25022000e-01
   7.13976042e-03   6.25341000e-01
   5.67178593e-03   6.25837000e-01
   1.02417579e-02   6.25816000e-01
   5.40388496e-03   6.25729000e-01
   1.12363370e-02   6.25364000e-01
   6.12264645e-03   6.25469000e-01
   8.08506259e-03   6.25613000e-01
   9.47645551e-03   6.25770000e-01
   1.38713876e-03   6.25255000e-01
