#             |P|               []
   6.63971098e-02   5.81375000e-01
   2.91572713e-02   5.80970000e-01
   4.93703114e-02   5.81258000e-01
   4.89466684e-02   5.81532000e-01
   1.72341130e-02   5.81886000e-01
   1.85157651e-02   5.81752000e-01
   5.07412389e-02   5.80527000e-01
   6.09863904e-02   5.82919000e-01
   5.36013088e-02   5.81420000e-01
   3.66674305e-02   5.81266000e-01
   3.56983596e-02   5.81730000e-01
   5.05518265e-02   5.80911000e-01
   5.68534282e-02   5.82729000e-01
   1.80847861e-02   5.80982000e-01
   7.44783531e-02   5.82223000e-01
   5.19066796e-02   5.81755000e-01
   1.79636216e-02   5.80708000e-01
   5.86658798e-02   5.81557000e-01
   7.28317924e-02   5.81905000e-01
   6.66715353e-02   5.82079000e-01
   5.57837839e-02   5.81687000e-01
   3.33525187e-02   5.80928000e-01
   4.56388900e-02   5.81094000e-01
   6.69148434e-02   5.82795000e-01
   2.58682086e-02   5.81828000e-01
   3.23488433e-02   5.80081000e-01
   2.31332391e-02   5.81238000e-01
   5.51802759e-02   5.81906000e-01
   3.68421624e-02   5.81321000e-01
   8.32230472e-03   5.80899000e-01
   5.88209260e-02   5.81132000e-01
   5.17229202e-02   5.81755000e-01
   3.69930474e-02   5.80592000e-01
   5.99678880e-02   5.80764000e-01
   9.97371603e-03   5.81818000e-01
   4.91283817e-02   5.81603000e-01
   8.46628429e-03   5.80801000e-01
   6.14610125e-02   5.80849000e-01
   4.87103935e-02   5.81549000e-01
   5.22201630e-02   5.81580000e-01
   4.14215622e-02   5.81831000e-01
   4.14256435e-02   5.82085000e-01
   3.22162528e-02   5.82141000e-01
   1.14819870e-02   5.81767000e-01
   5.50190381e-03   5.80653000e-01
   4.13506899e-02   5.80843000e-01
   6.69548280e-02   5.81889000e-01
   6.08595883e-02   5.81563000e-01
   6.74126786e-02   5.81453000e-01
   5.92825205e-02   5.82307000e-01
   1.68312230e-02   5.79668000e-01
   4.83152579e-02   5.82159000e-01
   6.20588812e-02   5.82335000e-01
   4.34236566e-02   5.80588000e-01
   5.44157323e-02   5.80704000e-01
   1.86048182e-02   5.82064000e-01
   6.42152408e-02   5.82037000e-01
   6.26466764e-02   5.80934000e-01
   7.31236902e-02   5.82041000e-01
   1.23833336e-02   5.80970000e-01
   7.82540449e-02   5.81984000e-01
   9.06774293e-02   5.82371000e-01
   6.55034565e-02   5.80132000e-01
   1.09071373e-02   5.82354000e-01
   3.97366540e-02   5.81299000e-01
   5.90202632e-02   5.81683000e-01
   6.78564562e-02   5.83034000e-01
   3.83618807e-02   5.82778000e-01
   7.54363006e-02   5.83210000e-01
   2.56748455e-02   5.81182000e-01
   1.35294823e-02   5.80597000e-01
   2.00042836e-02   5.80497000e-01
   5.29711562e-02   5.81564000e-01
   9.40077959e-03   5.82157000e-01
   7.22354099e-02   5.81930000e-01
   9.84747195e-03   5.81212000e-01
   6.58558648e-02   5.80840000e-01
   8.11256005e-02   5.83138000e-01
   2.01051099e-02   5.82008000e-01
   5.74859190e-02   5.79990000e-01
   5.67711543e-02   5.81964000e-01
   7.13235947e-03   5.81176000e-01
   5.84220145e-02   5.81507000e-01
   9.19539233e-03   5.80880000e-01
   2.05237301e-02   5.80703000e-01
   4.09746966e-02   5.81427000e-01
   2.77735830e-02   5.82616000e-01
   3.08565811e-02   5.81458000e-01
   4.23366029e-02   5.80643000e-01
   6.60292268e-02   5.82557000e-01
   4.14451968e-02   5.82024000e-01
   1.46759019e-02   5.83258000e-01
   1.04526388e-02   5.81851000e-01
   5.05816069e-02   5.81162000e-01
   6.72727961e-02   5.80267000e-01
   6.26290364e-02   5.82843000e-01
   6.57537476e-02   5.81495000e-01
   6.50014455e-02   5.81979000e-01
   5.86692259e-02   5.82107000e-01
   6.13552273e-02   5.82261000e-01
   6.75612780e-02   5.82260000e-01
   5.12307491e-02   5.80677000e-01
   4.43130559e-02   5.80476000e-01
   7.75516336e-02   5.81232000e-01
   5.98308182e-02   5.82194000e-01
   4.30786787e-02   5.81417000e-01
   2.36300160e-02   5.80456000e-01
   3.18648100e-02   5.81440000e-01
   4.66989440e-02   5.81489000e-01
   1.06827225e-02   5.80789000e-01
   1.59838418e-02   5.81345000e-01
   3.63552077e-02   5.80728000e-01
   1.07119628e-02   5.80173000e-01
   2.38525060e-02   5.80909000e-01
   4.18343954e-02   5.82624000e-01
   6.04657334e-02   5.82805000e-01
   6.60141860e-02   5.81219000e-01
   2.77101655e-02   5.82225000e-01
   5.37138964e-02   5.81521000e-01
   1.91191131e-02   5.82212000e-01
   6.58245854e-02   5.81696000e-01
   2.40616593e-02   5.82158000e-01
   6.22800331e-02   5.81556000e-01
   7.23295769e-03   5.79698000e-01
   3.74379088e-02   5.80322000e-01
   2.03718979e-02   5.79835000e-01
   1.01077330e-02   5.80750000e-01
   6.46653413e-02   5.80881000e-01
   4.54157394e-02   5.81158000e-01
   5.42464909e-02   5.82019000e-01
   5.19381781e-02   5.81896000e-01
   1.78769799e-02   5.81411000e-01
   5.46003293e-02   5.81211000e-01
   1.35028537e-02   5.81941000e-01
   1.60051661e-02   5.81370000e-01
   5.44950856e-02   5.82868000e-01
   5.83040673e-02   5.82654000e-01
   1.48977114e-02   5.81082000e-01
   1.82417855e-02   5.81511000e-01
   7.91882749e-02   5.83661000e-01
   1.16214726e-02   5.81488000e-01
   6.99774017e-02   5.82454000e-01
   5.10629922e-02   5.80940000e-01
   5.52825274e-02   5.81287000e-01
   2.31648898e-02   5.81532000e-01
   7.05412771e-02   5.82143000e-01
   3.14432594e-02   5.81093000e-01
   1.64477318e-02   5.81518000e-01
   6.05482846e-02   5.83022000e-01
   5.54051729e-02   5.81622000e-01
   6.54174963e-02   5.81685000e-01
   7.29182830e-03   5.81395000e-01
   2.17499741e-02   5.81839000e-01
   3.41845180e-02   5.80237000e-01
   5.85995328e-02   5.82701000e-01
   2.40832159e-02   5.81017000e-01
   1.41492544e-02   5.80797000e-01
   1.56085777e-02   5.79829000e-01
   4.07777915e-02   5.81934000e-01
   6.90371465e-02   5.83416000e-01
   6.77637951e-02   5.80629000e-01
   1.62167907e-02   5.80196000e-01
   2.70475352e-02   5.80378000e-01
   5.97302794e-02   5.81947000e-01
   1.51949153e-02   5.80778000e-01
   6.64511666e-02   5.81786000e-01
   4.28357053e-02   5.80339000e-01
   1.52704618e-02   5.81992000e-01
   4.85850030e-02   5.80890000e-01
   1.21959413e-02   5.81538000e-01
   5.89528866e-02   5.81473000e-01
   6.81578117e-02   5.81508000e-01
   7.34637220e-02   5.82537000e-01
   3.75931147e-02   5.79980000e-01
   5.30882004e-02   5.82795000e-01
   7.22388332e-02   5.81569000e-01
   5.28604965e-02   5.80864000e-01
   7.43759900e-02   5.82910000e-01
   7.32594830e-02   5.82010000e-01
   6.57980637e-02   5.82831000e-01
   1.58116471e-02   5.80714000e-01
   4.23908307e-02   5.82654000e-01
   4.29216990e-02   5.80258000e-01
   6.36056582e-02   5.81645000e-01
   7.05245991e-02   5.82640000e-01
   5.35764866e-02   5.81927000e-01
   5.98099293e-02   5.81850000e-01
   1.49414708e-02   5.82520000e-01
   5.01234675e-02   5.81158000e-01
   5.89513465e-02   5.81251000e-01
   5.47496720e-02   5.81807000e-01
   5.46027269e-02   5.81315000e-01
   5.15185136e-02   5.82663000e-01
   5.38803832e-02   5.81628000e-01
   6.76988714e-02   5.82545000e-01
   2.45069145e-02   5.81716000e-01
   3.67508381e-02   5.81698000e-01
   4.57114794e-02   5.81547000e-01
   6.26910485e-02   5.80954000e-01
   5.91871636e-02   5.80635000e-01
   4.87685854e-02   5.82427000e-01
