#             |P|               []
   2.09802967e-02   5.69099000e-01
   9.80980622e-03   5.69937000e-01
   9.28828261e-03   5.69853000e-01
   6.70051228e-03   5.71192000e-01
   5.96449673e-03   5.69536000e-01
   8.85586044e-03   5.68735000e-01
   1.43347045e-02   5.69228000e-01
   1.81354709e-03   5.70442000e-01
   2.27513004e-02   5.70977000e-01
   9.32320015e-03   5.70228000e-01
   6.47450363e-03   5.70382000e-01
   1.48210546e-02   5.71221000e-01
   1.68923470e-02   5.69058000e-01
   5.42997292e-03   5.68987000e-01
   3.10744483e-03   5.70430000e-01
   5.06010366e-03   5.71019000e-01
   9.22283957e-03   5.70313000e-01
   9.05273782e-03   5.69135000e-01
   6.84702741e-03   5.67914000e-01
   2.40124895e-02   5.70193000e-01
   1.01960836e-03   5.70423000e-01
   1.48131724e-02   5.70523000e-01
   8.66451338e-03   5.69531000e-01
   6.44976335e-03   5.68418000e-01
   9.04682449e-03   5.69088000e-01
   9.41164271e-03   5.70930000e-01
   4.99431032e-03   5.71861000e-01
   1.82290401e-02   5.69425000e-01
   3.51235704e-03   5.68650000e-01
   1.02506997e-02   5.71480000e-01
   6.34559845e-03   5.69831000e-01
   1.22434805e-02   5.70400000e-01
   1.57247766e-02   5.70361000e-01
   5.32648769e-03   5.69847000e-01
   6.83279465e-03   5.70636000e-01
   3.28186080e-03   5.70784000e-01
   2.24872871e-02   5.71581000e-01
   9.25265729e-03   5.70903000e-01
   1.43922599e-02   5.70510000e-01
   2.25437781e-02   5.70819000e-01
   1.73096130e-02   5.71359000e-01
   6.16372875e-03   5.71053000e-01
   1.58351857e-02   5.69892000e-01
   7.12725633e-03   5.69411000e-01
   1.08352983e-02   5.70573000e-01
   1.45942599e-02   5.69321000e-01
   1.20179445e-02   5.70748000e-01
   1.27957563e-02   5.70213000e-01
   4.01936100e-03   5.69335000e-01
   9.38484143e-03   5.69743000e-01
   1.07802462e-02   5.71568000e-01
   4.16707229e-03   5.70460000e-01
   1.72733115e-02   5.70512000e-01
   5.84112177e-03   5.71238000e-01
   8.23130504e-03   5.70152000e-01
   2.97084920e-03   5.69378000e-01
   1.91922291e-02   5.69849000e-01
   5.14989367e-03   5.70520000e-01
   1.46182839e-02   5.71018000e-01
   1.73266021e-02   5.69974000e-01
   3.75420194e-03   5.71188000e-01
   8.08094006e-03   5.71068000e-01
   8.68995750e-03   5.70184000e-01
   3.12597413e-03   5.71142000e-01
   1.87471218e-02   5.70124000e-01
   1.93603968e-02   5.70452000e-01
   5.11174449e-04   5.70730000e-01
   8.74674930e-03   5.70236000e-01
   2.00699506e-02   5.70479000e-01
   7.57791954e-03   5.69552000e-01
   6.97567768e-03   5.69644000e-01
   1.27334755e-02   5.70696000e-01
   7.18998860e-03   5.69938000e-01
   3.18486798e-03   5.70170000e-01
   1.73001105e-02   5.70318000e-01
   1.47462867e-02   5.69053000e-01
   1.35578509e-02   5.70075000e-01
   9.29608493e-03   5.70985000e-01
   4.47748162e-03   5.71170000e-01
   1.50136198e-02   5.70413000e-01
   6.80031251e-03   5.71766000e-01
   1.10516806e-02   5.71391000e-01
   1.49599229e-02   5.70154000e-01
   1.00026196e-02   5.70542000e-01
   1.44306459e-02   5.70873000e-01
   1.14450280e-02   5.71105000e-01
   1.76972526e-02   5.71144000e-01
   1.08914789e-02   5.69357000e-01
   1.53856993e-02   5.70267000e-01
   4.79053261e-03   5.69787000e-01
   1.25615023e-02   5.69785000e-01
   5.99794193e-03   5.71231000e-01
   1.13226160e-02   5.70553000e-01
   2.44747291e-02   5.70719000e-01
   6.35466943e-03   5.69103000e-01
   9.35825386e-03   5.71199000e-01
   1.11057752e-02   5.69979000e-01
   1.22364393e-02   5.71904000e-01
   9.94549461e-03   5.70807000e-01
   1.98182460e-03   5.70181000e-01
   8.12630506e-03   5.69443000e-01
   7.02299392e-03   5.69862000e-01
   4.95313166e-03   5.69544000e-01
   7.78666469e-03   5.69037000e-01
   9.83339548e-03   5.69333000e-01
   9.83648152e-03   5.68956000e-01
   1.17883304e-02   5.71429000e-01
   8.73714588e-03   5.69149000e-01
   6.43197372e-03   5.70634000e-01
   4.33560070e-03   5.70460000e-01
   8.58209933e-03   5.69660000e-01
   1.62826702e-02   5.68606000e-01
   2.87352596e-04   5.71016000e-01
   1.30384054e-02   5.70167000e-01
   6.21285798e-03   5.69879000e-01
   1.17869266e-02   5.70251000e-01
   5.14985364e-03   5.68925000e-01
   1.11487741e-02   5.69889000e-01
   8.05910789e-03   5.70303000e-01
   1.49963574e-03   5.69230000e-01
   1.29694665e-02   5.68504000e-01
   9.08004542e-03   5.70637000e-01
   1.31834714e-02   5.69800000e-01
   1.06163346e-02   5.70746000e-01
   7.39781944e-03   5.71795000e-01
   5.82262801e-03   5.71051000e-01
   6.69349124e-03   5.69266000e-01
   2.78211065e-03   5.70638000e-01
   1.66332091e-02   5.70302000e-01
   1.36142119e-02   5.70398000e-01
   2.65284546e-02   5.69465000e-01
   1.20752941e-02   5.68562000e-01
   8.25614846e-03   5.68621000e-01
   5.05799819e-03   5.70232000e-01
   1.35799420e-02   5.69284000e-01
   6.12280100e-03   5.70138000e-01
   2.71079228e-02   5.70347000e-01
   1.51699504e-03   5.71442000e-01
   4.16470883e-03   5.70166000e-01
   2.47280350e-03   5.69247000e-01
   2.10528459e-02   5.70821000e-01
   2.25512468e-02   5.71009000e-01
   1.30501658e-02   5.70300000e-01
   4.34387601e-03   5.69370000e-01
   6.28117228e-03   5.71005000e-01
   1.11099801e-02   5.71438000e-01
   6.30130776e-03   5.69745000e-01
   1.99251246e-02   5.70210000e-01
   1.73743040e-03   5.70074000e-01
   2.21120717e-02   5.70287000e-01
   3.35913206e-03   5.70198000e-01
   2.08400693e-02   5.71651000e-01
   1.29416802e-02   5.68894000e-01
   6.80443340e-03   5.69582000e-01
   1.16019694e-02   5.71107000e-01
   1.26534348e-02   5.71874000e-01
   4.96380927e-03   5.70456000e-01
   5.95785239e-03   5.70663000e-01
   3.15906187e-03   5.70665000e-01
   5.76657896e-03   5.70624000e-01
   1.20665239e-02   5.70878000e-01
   8.27171353e-03   5.70382000e-01
   6.25659865e-03   5.70167000e-01
   1.88972427e-02   5.70681000e-01
   1.42648069e-02   5.70333000e-01
   1.81021117e-02   5.71046000e-01
   1.06688902e-02   5.68874000e-01
   1.18537808e-02   5.68538000e-01
   4.69699770e-03   5.71351000e-01
   3.49761820e-03   5.71126000e-01
   2.77299082e-02   5.69734000e-01
   3.38183281e-03   5.70826000e-01
   7.94045715e-03   5.68302000e-01
   7.62258350e-03   5.69193000e-01
   4.76114632e-03   5.70908000e-01
   7.67998456e-03   5.69622000e-01
   1.60134798e-02   5.69032000e-01
   7.42374517e-03   5.70136000e-01
   1.67203867e-02   5.70909000e-01
   6.57519782e-03   5.69244000e-01
   1.23806593e-02   5.71281000e-01
   1.01448301e-02   5.72015000e-01
   1.20382319e-02   5.69590000e-01
   1.81018077e-02   5.69974000e-01
   6.98977943e-03   5.70006000e-01
   6.04926565e-03   5.71020000e-01
   1.77290303e-03   5.69409000e-01
   1.69361175e-03   5.69031000e-01
   5.03711875e-03   5.68741000e-01
   1.73998710e-02   5.69963000e-01
   1.17573330e-02   5.69614000e-01
   1.21926918e-02   5.70955000e-01
   1.06653477e-02   5.69825000e-01
   1.51010975e-02   5.70399000e-01
   5.02950232e-03   5.69821000e-01
   2.03547431e-02   5.70827000e-01
   1.30025773e-02   5.70865000e-01
   1.14625222e-02   5.70885000e-01
   3.52957802e-03   5.70946000e-01
   9.60219090e-03   5.71312000e-01
   2.06474456e-03   5.69050000e-01
   2.87517004e-02   5.70892000e-01
   1.00251663e-02   5.70687000e-01
   2.50128788e-02   5.69515000e-01
   1.83624472e-02   5.70740000e-01
   1.14513073e-02   5.70276000e-01
   2.09466488e-02   5.71435000e-01
   2.56927696e-02   5.69227000e-01
   9.06910053e-03   5.70947000e-01
   6.77142230e-03   5.70812000e-01
   7.58153690e-03   5.68980000e-01
   2.34829453e-03   5.70922000e-01
   1.64973865e-02   5.70391000e-01
   6.34045574e-03   5.70988000e-01
   1.31933131e-02   5.68494000e-01
   2.86077978e-02   5.70736000e-01
   4.48495030e-03   5.67696000e-01
