#             |P|               []
   6.15428861e-02   5.85459000e-01
   7.84959204e-02   5.85716000e-01
   8.10932899e-02   5.85475000e-01
   7.25986113e-02   5.85735000e-01
   8.01641362e-02   5.85193000e-01
   6.72834731e-02   5.84807000e-01
   7.76844896e-02   5.84604000e-01
   4.27127701e-02   5.84156000e-01
   8.17758223e-02   5.86624000e-01
   6.08730837e-02   5.84594000e-01
   6.48284643e-02   5.86208000e-01
   6.21687168e-02   5.84428000e-01
   8.79701505e-02   5.85497000e-01
   7.17658265e-02   5.85253000e-01
   7.11503803e-02   5.84791000e-01
   7.26097474e-02   5.85100000e-01
   7.91601031e-02   5.86104000e-01
   8.05421508e-02   5.86145000e-01
   6.36944071e-02   5.84730000e-01
   9.53698946e-02   5.85049000e-01
   7.86262611e-02   5.84676000e-01
   7.68107216e-02   5.86047000e-01
   5.99718156e-02   5.85713000e-01
   8.50584225e-02   5.86073000e-01
   5.89764201e-02   5.85485000e-01
   7.71417525e-02   5.85411000e-01
   8.42811588e-02   5.84822000e-01
   7.42542580e-02   5.86039000e-01
   6.60528777e-02   5.85266000e-01
   7.42101566e-02   5.85196000e-01
   6.29562892e-02   5.84773000e-01
   8.86634220e-02   5.85283000e-01
   7.38917454e-02   5.84775000e-01
   6.65518279e-02   5.85716000e-01
   7.51247035e-02   5.85096000e-01
   1.68603631e-02   5.84627000e-01
   6.80995816e-02   5.84367000e-01
   7.41825001e-02   5.84547000e-01
   7.51569432e-02   5.84656000e-01
   7.48119352e-02   5.85019000e-01
   6.88679027e-02   5.84897000e-01
   7.15305630e-02   5.85113000e-01
   8.09090469e-02   5.86239000e-01
   5.87263107e-02   5.86677000e-01
   7.97054541e-02   5.84996000e-01
   1.24141175e-02   5.84202000e-01
   3.95575842e-02   5.85769000e-01
   4.84217919e-02   5.83876000e-01
   7.65150149e-02   5.85282000e-01
   7.12354998e-02   5.85075000e-01
   6.37148153e-02   5.85956000e-01
   7.47092161e-02   5.85547000e-01
   6.85164174e-02   5.85331000e-01
   6.06995904e-02   5.85646000e-01
   7.07854414e-02   5.85710000e-01
   5.93477223e-02   5.84734000e-01
   6.20158111e-02   5.85333000e-01
   6.19817382e-02   5.85468000e-01
   5.66044902e-02   5.85190000e-01
   7.81540754e-02   5.84852000e-01
   4.41376410e-02   5.84521000e-01
   4.25523156e-02   5.84995000e-01
   7.34665721e-02   5.83365000e-01
   7.21838704e-02   5.86172000e-01
   5.37385388e-02   5.84916000e-01
   7.01473976e-02   5.83967000e-01
   7.43778332e-02   5.83275000e-01
   8.21732008e-02   5.85600000e-01
   7.11440451e-02   5.85581000e-01
   6.06433345e-02   5.84409000e-01
   7.24353841e-02   5.85219000e-01
   8.43625873e-02   5.84183000e-01
   5.28203913e-02   5.84360000e-01
   5.57014412e-02   5.84475000e-01
   7.03063242e-02   5.84985000e-01
   6.34643212e-02   5.85838000e-01
   6.07772595e-02   5.83893000e-01
   6.77087322e-02   5.85096000e-01
   7.45321608e-02   5.85348000e-01
   7.42608981e-02   5.84946000e-01
   7.19652191e-02   5.85954000e-01
   6.63004645e-02   5.83436000e-01
   1.75918396e-02   5.84282000e-01
   9.09028444e-02   5.86404000e-01
   8.18406475e-02   5.84890000e-01
   6.48977024e-02   5.84853000e-01
   4.94008900e-02   5.84196000e-01
   8.22196157e-02   5.85156000e-01
   8.08876911e-02   5.86745000e-01
   7.17031109e-02   5.86091000e-01
   5.88512078e-02   5.84466000e-01
   8.06189997e-02   5.85578000e-01
   7.36183576e-02   5.85693000e-01
   7.38271479e-02   5.85449000e-01
   4.21941167e-02   5.85327000e-01
   5.78509501e-02   5.86036000e-01
   6.13708461e-02   5.86020000e-01
   9.38204072e-02   5.86657000e-01
   6.03443616e-02   5.85808000e-01
   8.40633753e-02   5.85059000e-01
   6.46495741e-02   5.84483000e-01
   6.78683976e-02   5.85062000e-01
   7.17195755e-03   5.84472000e-01
   8.32475582e-02   5.85672000e-01
   6.34645494e-02   5.84289000e-01
   5.92234741e-02   5.85765000e-01
   6.25206855e-02   5.86350000e-01
   7.79224218e-02   5.85431000e-01
   7.70687641e-02   5.84962000e-01
   8.35906157e-02   5.85536000e-01
   8.14041666e-02   5.85578000e-01
   6.58495163e-02   5.84704000e-01
   6.37875712e-02   5.84536000e-01
   7.11026388e-02   5.83662000e-01
   8.40500036e-02   5.85106000e-01
   6.53798909e-02   5.84132000e-01
   7.12414445e-02   5.84029000e-01
   6.70637406e-02   5.86006000e-01
   7.19059183e-02   5.86664000e-01
   6.68953094e-02   5.84458000e-01
   6.06898309e-02   5.85272000e-01
   5.72473692e-02   5.85775000e-01
   8.33068702e-02   5.86035000e-01
   7.57846498e-02   5.85468000e-01
   8.43524878e-02   5.85983000e-01
   4.63301512e-02   5.85132000e-01
   7.15919872e-02   5.84952000e-01
   7.22776854e-02   5.84051000e-01
   6.24700833e-02   5.83471000e-01
   5.51977799e-02   5.85921000e-01
