#             |P|               []
   7.99174178e-03   5.44899000e-01
   6.59307698e-03   5.47362000e-01
   4.12931323e-03   5.46264000e-01
   4.19376042e-03   5.45097000e-01
   4.79782530e-03   5.46057000e-01
   1.16191989e-02   5.47595000e-01
   6.44223474e-03   5.47335000e-01
   1.25008676e-02   5.46603000e-01
   9.72856610e-03   5.47690000e-01
   7.99632394e-03   5.46452000e-01
   7.28236794e-03   5.45937000e-01
   8.23957617e-03   5.45543000e-01
   4.57425900e-03   5.45671000e-01
   1.00100806e-02   5.45945000e-01
   1.20601197e-02   5.47142000e-01
   5.91920294e-03   5.45474000e-01
   2.92193417e-03   5.43761000e-01
   4.47910268e-03   5.46340000e-01
   2.32485831e-03   5.46924000e-01
   1.06398565e-02   5.45362000e-01
   1.51702419e-03   5.45597000e-01
   4.12466738e-03   5.44721000e-01
   3.45914459e-03   5.46081000e-01
   4.87581600e-03   5.45367000e-01
   4.97335981e-03   5.44475000e-01
   2.82640183e-03   5.45428000e-01
   6.83651603e-03   5.47295000e-01
   9.78592099e-03   5.45818000e-01
   8.12413100e-03   5.46607000e-01
   1.05499303e-03   5.47365000e-01
   2.90877592e-03   5.45566000e-01
   3.17104170e-03   5.46695000e-01
   6.29519107e-03   5.47246000e-01
   1.14270575e-03   5.47148000e-01
   1.00160341e-02   5.47295000e-01
   1.06186420e-02   5.47077000e-01
   4.11884210e-03   5.46355000e-01
   7.93130455e-03   5.45809000e-01
   4.29983768e-03   5.47675000e-01
   2.71982764e-03   5.46408000e-01
   8.26948668e-03   5.46554000e-01
   4.43543895e-03   5.46882000e-01
   3.41964767e-03   5.46426000e-01
   6.23255871e-03   5.46356000e-01
   3.48791378e-03   5.47572000e-01
   6.82608374e-03   5.47016000e-01
   4.21484761e-03   5.45865000e-01
   8.73053636e-03   5.47277000e-01
   1.03042263e-02   5.46461000e-01
   6.06312928e-03   5.47015000e-01
   2.66425845e-03   5.47034000e-01
   6.10601011e-03   5.47223000e-01
   3.67340187e-03   5.45922000e-01
   2.46110725e-03   5.47131000e-01
   4.27247914e-03   5.45924000e-01
   7.26960383e-03   5.46858000e-01
   1.05755047e-02   5.44827000e-01
   9.04684698e-03   5.47852000e-01
   4.06091573e-03   5.45437000e-01
   9.58651189e-03   5.45383000e-01
   4.97260927e-03   5.45213000e-01
   1.08181681e-02   5.47390000e-01
   2.25804375e-03   5.45285000e-01
   9.39414439e-03   5.45861000e-01
   9.34218133e-03   5.47792000e-01
   4.36612535e-03   5.45561000e-01
   1.32769038e-02   5.45199000e-01
   3.88015519e-03   5.46741000e-01
   8.42793174e-03   5.43636000e-01
   1.63105121e-03   5.47504000e-01
   6.62343539e-03   5.47368000e-01
   6.07624497e-03   5.47279000e-01
   7.25125694e-03   5.45452000e-01
   4.19431298e-03   5.44498000e-01
   4.07612401e-03   5.47103000e-01
   1.00106476e-02   5.48178000e-01
   1.11810894e-02   5.45187000e-01
   5.90618595e-03   5.46601000e-01
   4.70780780e-03   5.45367000e-01
   4.90119784e-03   5.47533000e-01
   3.60654760e-03   5.46955000e-01
   1.32716327e-03   5.44233000e-01
   3.14075408e-03   5.46195000e-01
   1.23322799e-02   5.45531000e-01
   3.24357033e-03   5.46327000e-01
   9.68384515e-03   5.46198000e-01
   6.31694582e-03   5.46075000e-01
   3.55990263e-03   5.46952000e-01
   2.94407600e-03   5.45723000e-01
   3.80426305e-03   5.48866000e-01
   2.48659685e-03   5.47091000e-01
   8.48094466e-03   5.48343000e-01
   3.19478013e-04   5.43934000e-01
   4.80386238e-03   5.44879000e-01
   7.76370993e-03   5.47145000e-01
   1.64185790e-03   5.45368000e-01
   7.60052185e-03   5.45297000e-01
   5.39417883e-03   5.47174000e-01
   5.66500687e-03   5.46903000e-01
   9.04822540e-04   5.45089000e-01
   4.84095461e-03   5.46213000e-01
   9.11644269e-03   5.45025000e-01
   4.54491762e-03   5.47628000e-01
   2.05230590e-03   5.46728000e-01
   7.96929746e-03   5.47801000e-01
   1.08697617e-02   5.46833000e-01
   3.24023155e-03   5.45751000e-01
   7.01660798e-04   5.46363000e-01
   8.28960765e-03   5.47266000e-01
   6.68059597e-03   5.46145000e-01
   2.75193370e-03   5.47849000e-01
   8.86278485e-03   5.45678000e-01
   3.24877899e-03   5.47204000e-01
   1.70611786e-03   5.46043000e-01
   5.36953671e-03   5.44252000e-01
   7.99116758e-03   5.48498000e-01
   4.71629871e-03   5.46234000e-01
