#             |P|               []
   8.05059307e-02   5.88797000e-01
   7.32748673e-02   5.89838000e-01
   8.03029902e-02   5.91440000e-01
   7.88355330e-02   5.89084000e-01
   8.69860800e-02   5.88954000e-01
   7.85178081e-02   5.89583000e-01
   7.18991005e-02   5.89606000e-01
   7.42083973e-02   5.89173000e-01
   8.11628164e-02   5.89316000e-01
   8.67640386e-02   5.90682000e-01
   9.46812134e-02   5.89382000e-01
   7.64830007e-02   5.88656000e-01
   9.18930932e-02   5.91070000e-01
   8.61374485e-02   5.90862000e-01
   8.24467122e-02   5.88333000e-01
   6.71080974e-02   5.90675000e-01
   7.18606195e-02   5.88527000e-01
   8.81890709e-02   5.88894000e-01
   8.80169817e-02   5.90398000e-01
   9.51000708e-02   5.90197000e-01
   7.10947090e-02   5.90087000e-01
   9.95989931e-02   5.91136000e-01
   7.89275857e-02   5.89998000e-01
   7.87894546e-02   5.90108000e-01
   7.42384144e-02   5.90214000e-01
   7.03747741e-02   5.88604000e-01
   7.64314317e-02   5.89953000e-01
   9.07309675e-02   5.89976000e-01
   8.52437910e-02   5.89342000e-01
   8.24341945e-02   5.89769000e-01
   4.98147589e-02   5.88972000e-01
   8.69279281e-02   5.89986000e-01
   7.71355482e-02   5.88776000e-01
   7.65100707e-02   5.90525000e-01
   8.73657002e-02   5.88799000e-01
   8.62916279e-02   5.90732000e-01
   8.11673179e-02   5.89281000e-01
   8.80157006e-02   5.89842000e-01
   9.19362491e-02   5.90587000e-01
   6.86946753e-02   5.89143000e-01
   9.95527081e-02   5.89703000e-01
   9.10721503e-02   5.89146000e-01
   8.96757758e-02   5.90236000e-01
   7.55123375e-02   5.90841000e-01
   8.71482804e-02   5.89197000e-01
   8.85205922e-02   5.89186000e-01
   8.81938070e-02   5.88929000e-01
   8.46819275e-02   5.89797000e-01
   8.06844108e-02   5.89077000e-01
   7.01304428e-02   5.89671000e-01
   9.84696071e-02   5.89895000e-01
   8.39168901e-02   5.90913000e-01
   8.46168257e-02   5.89370000e-01
   1.02738150e-01   5.89046000e-01
   8.14664723e-02   5.89584000e-01
   7.76326138e-02   5.90959000e-01
   8.34891667e-02   5.89545000e-01
   7.95319643e-02   5.89727000e-01
   8.22921322e-02   5.89289000e-01
   8.10877917e-02   5.88689000e-01
   7.80561425e-02   5.90500000e-01
   9.38667715e-02   5.89992000e-01
   8.76813135e-02   5.90379000e-01
   7.22770434e-02   5.89380000e-01
   8.76303431e-02   5.89168000e-01
   8.79869323e-02   5.88693000e-01
   7.18698236e-02   5.89231000e-01
   9.41269623e-02   5.88835000e-01
