#             |P|               []
   2.88234987e-04   6.53528000e-01
   1.26389724e-03   6.53495000e-01
   1.21273046e-03   6.53437000e-01
   1.30156360e-03   6.53520000e-01
   1.39164100e-03   6.53385000e-01
   1.58381171e-03   6.53517000e-01
   1.68728436e-03   6.53580000e-01
   1.56932429e-03   6.53500000e-01
   9.67570294e-04   6.53515000e-01
   1.02702439e-03   6.53536000e-01
   6.46737901e-04   6.53552000e-01
   6.16140591e-04   6.53410000e-01
   6.51307416e-04   6.53485000e-01
   8.61199768e-04   6.53424000e-01
   5.82937030e-04   6.53518000e-01
   5.98391641e-05   6.53473000e-01
   9.72158386e-04   6.53528000e-01
   1.38934848e-04   6.53494000e-01
   4.26595065e-04   6.53453000e-01
   6.30523641e-04   6.53557000e-01
   1.32617980e-03   6.53523000e-01
   1.65434966e-03   6.53432000e-01
   7.48515145e-04   6.53597000e-01
   1.10924917e-03   6.53400000e-01
   7.66846808e-04   6.53475000e-01
   1.28876712e-03   6.53478000e-01
   7.13240371e-04   6.53467000e-01
   1.22316119e-03   6.53534000e-01
   1.28871102e-03   6.53442000e-01
   8.48317895e-04   6.53412000e-01
   5.72070989e-04   6.53508000e-01
   1.91938308e-03   6.53499000e-01
   1.62237512e-03   6.53527000e-01
   1.23504180e-03   6.53475000e-01
   8.51211219e-04   6.53485000e-01
   1.07139647e-03   6.53492000e-01
   1.40978828e-03   6.53471000e-01
   2.00342676e-03   6.53439000e-01
   1.09576064e-03   6.53515000e-01
   1.74543451e-03   6.53487000e-01
   1.53982052e-03   6.53454000e-01
   9.89424447e-04   6.53540000e-01
   1.58684771e-03   6.53500000e-01
   1.33324142e-03   6.53573000e-01
   6.49383989e-04   6.53544000e-01
   2.01889398e-03   6.53531000e-01
   1.72442885e-03   6.53470000e-01
   1.26062971e-03   6.53484000e-01
   1.78905582e-03   6.53496000e-01
   1.67249146e-03   6.53544000e-01
   1.79400055e-03   6.53559000e-01
   2.08886074e-03   6.53527000e-01
   2.36595391e-03   6.53441000e-01
   9.09049041e-04   6.53552000e-01
   1.10588450e-03   6.53493000e-01
   1.57744944e-03   6.53470000e-01
   7.16041912e-04   6.53457000e-01
   1.25291385e-03   6.53466000e-01
   4.09209617e-04   6.53482000e-01
   1.10498337e-03   6.53531000e-01
   7.38583443e-04   6.53533000e-01
   1.10339842e-03   6.53497000e-01
   6.44351293e-04   6.53499000e-01
   9.05622843e-04   6.53535000e-01
   1.17483058e-03   6.53501000e-01
   2.71474985e-04   6.53465000e-01
   9.18271467e-04   6.53432000e-01
   1.34734258e-03   6.53513000e-01
   1.53560924e-03   6.53446000e-01
   1.47759267e-03   6.53568000e-01
   1.11737936e-03   6.53491000e-01
   1.09416713e-03   6.53504000e-01
   1.02149772e-03   6.53450000e-01
   1.97306232e-03   6.53415000e-01
   1.54569283e-03   6.53525000e-01
   1.60642051e-03   6.53472000e-01
   2.51566820e-03   6.53528000e-01
   1.67448750e-03   6.53538000e-01
   1.66715655e-03   6.53435000e-01
   8.97213201e-04   6.53512000e-01
   7.02696144e-04   6.53473000e-01
   6.59371473e-04   6.53395000e-01
   4.12243294e-04   6.53467000e-01
   9.45177156e-04   6.53588000e-01
   1.61104540e-03   6.53457000e-01
   1.49215838e-03   6.53490000e-01
   5.78514298e-04   6.53450000e-01
   1.32364703e-03   6.53459000e-01
   1.60589886e-03   6.53510000e-01
   1.50033525e-03   6.53550000e-01
   2.04512040e-03   6.53501000e-01
   1.13053773e-03   6.53537000e-01
   1.06220698e-03   6.53524000e-01
   2.69031259e-04   6.53497000e-01
   6.58491695e-04   6.53531000e-01
   1.35278695e-03   6.53577000e-01
   1.62616660e-03   6.53416000e-01
   6.05673882e-04   6.53454000e-01
   1.33070276e-03   6.53541000e-01
   6.12236078e-04   6.53468000e-01
   1.38809538e-03   6.53454000e-01
   8.01455181e-04   6.53477000e-01
   1.46723351e-03   6.53536000e-01
   1.30909485e-03   6.53532000e-01
   1.54084461e-03   6.53507000e-01
   1.37012289e-03   6.53471000e-01
   1.36818470e-03   6.53521000e-01
   1.83125187e-03   6.53389000e-01
   1.66861501e-03   6.53414000e-01
   7.26382023e-04   6.53466000e-01
   5.00403154e-04   6.53561000e-01
   8.26969210e-04   6.53498000e-01
   7.91711811e-04   6.53516000e-01
   1.58524454e-03   6.53550000e-01
   2.73279108e-04   6.53481000e-01
   7.72722620e-04   6.53549000e-01
   7.90998168e-04   6.53576000e-01
   5.89512146e-04   6.53450000e-01
   2.33503621e-03   6.53430000e-01
   1.65980625e-03   6.53528000e-01
   1.56846534e-03   6.53500000e-01
   7.24709024e-04   6.53487000e-01
   9.79432996e-04   6.53436000e-01
   5.83167708e-04   6.53587000e-01
   1.10058068e-03   6.53507000e-01
   6.05805790e-04   6.53395000e-01
   3.85163423e-04   6.53504000e-01
   3.17896518e-04   6.53455000e-01
   2.14821701e-03   6.53517000e-01
   5.98559480e-04   6.53481000e-01
   8.27264184e-04   6.53532000e-01
   1.51934958e-03   6.53414000e-01
   6.85259790e-04   6.53456000e-01
   5.60457666e-04   6.53400000e-01
   2.28537973e-04   6.53474000e-01
   7.98023603e-04   6.53389000e-01
   1.58905412e-03   6.53452000e-01
   7.28774076e-04   6.53553000e-01
   1.61569525e-03   6.53522000e-01
   1.20078928e-03   6.53463000e-01
   1.10102899e-03   6.53540000e-01
   2.23900615e-03   6.53524000e-01
   1.34451925e-03   6.53409000e-01
   1.61101879e-03   6.53487000e-01
   5.72778442e-04   6.53504000e-01
   4.88859429e-04   6.53540000e-01
   1.34017633e-03   6.53486000e-01
   1.52842281e-03   6.53523000e-01
   8.14495240e-04   6.53571000e-01
   9.04939829e-04   6.53543000e-01
   1.01482902e-03   6.53533000e-01
   9.77453981e-04   6.53489000e-01
   1.53281931e-03   6.53458000e-01
   2.16309357e-03   6.53445000e-01
   7.79985553e-04   6.53469000e-01
   8.92153793e-04   6.53448000e-01
   8.72516764e-04   6.53493000e-01
   1.08907050e-03   6.53499000e-01
   5.75162858e-04   6.53452000e-01
   3.34444767e-04   6.53374000e-01
   5.63747742e-04   6.53506000e-01
   5.96310605e-04   6.53482000e-01
   8.01498300e-04   6.53470000e-01
   3.50581302e-04   6.53457000e-01
   3.98241170e-04   6.53518000e-01
   1.83986053e-03   6.53434000e-01
   2.25493212e-03   6.53451000e-01
   2.30368932e-03   6.53485000e-01
   2.41879779e-03   6.53426000e-01
   2.23303598e-03   6.53531000e-01
   1.79985178e-03   6.53634000e-01
   1.19246790e-03   6.53492000e-01
   9.91578867e-04   6.53443000e-01
   6.18632495e-04   6.53529000e-01
   9.75427745e-04   6.53630000e-01
   1.91000682e-03   6.53513000e-01
   2.40433894e-03   6.53557000e-01
   1.68162354e-03   6.53545000e-01
   2.15740660e-03   6.53545000e-01
   1.04392545e-03   6.53564000e-01
   1.39740552e-03   6.53522000e-01
   1.57336742e-03   6.53549000e-01
   2.25743821e-03   6.53537000e-01
   1.03603303e-03   6.53493000e-01
   5.29084583e-04   6.53492000e-01
   5.22798294e-04   6.53502000e-01
   1.08200734e-03   6.53475000e-01
   1.01609399e-03   6.53520000e-01
   1.00526411e-03   6.53471000e-01
   2.03319456e-03   6.53435000e-01
   2.04874329e-03   6.53493000e-01
   1.40703171e-03   6.53536000e-01
   1.73846581e-03   6.53504000e-01
   1.59334244e-03   6.53506000e-01
   5.10069493e-04   6.53526000e-01
   1.82398423e-03   6.53439000e-01
   1.73387616e-03   6.53578000e-01
   1.76040079e-03   6.53345000e-01
   1.86302057e-03   6.53506000e-01
   1.43468296e-03   6.53439000e-01
   1.37030496e-03   6.53469000e-01
   1.36235618e-03   6.53443000e-01
   1.98514989e-04   6.53482000e-01
   6.32149547e-04   6.53515000e-01
   4.30383275e-04   6.53493000e-01
   1.85290681e-03   6.53514000e-01
   1.17681358e-03   6.53440000e-01
   1.09053599e-03   6.53509000e-01
   4.74713152e-04   6.53481000e-01
   4.15308967e-04   6.53542000e-01
   5.11287953e-04   6.53549000e-01
   6.19989777e-04   6.53549000e-01
   4.91489541e-04   6.53551000e-01
   9.22875477e-04   6.53434000e-01
   3.19501866e-04   6.53455000e-01
   1.02916061e-03   6.53450000e-01
   4.70442453e-04   6.53533000e-01
   6.03246002e-04   6.53525000e-01
   3.29420616e-04   6.53448000e-01
   5.29085204e-04   6.53526000e-01
   1.49053302e-03   6.53457000e-01
   1.11740099e-03   6.53522000e-01
   1.72219916e-03   6.53474000e-01
   1.32710488e-03   6.53448000e-01
   2.46562532e-03   6.53507000e-01
   1.25689484e-03   6.53569000e-01
   1.09027470e-03   6.53537000e-01
   1.05037805e-03   6.53540000e-01
   9.77928161e-04   6.53525000e-01
   9.49174343e-04   6.53505000e-01
   1.97541681e-03   6.53505000e-01
   8.70441016e-04   6.53452000e-01
   4.57671205e-04   6.53522000e-01
   8.47157891e-04   6.53496000e-01
   7.58784822e-04   6.53467000e-01
   2.27992187e-03   6.53510000e-01
   1.38530974e-03   6.53543000e-01
   2.34436263e-04   6.53432000e-01
   1.38487099e-03   6.53497000e-01
   3.54683952e-04   6.53451000e-01
   6.52995533e-04   6.53402000e-01
   5.72949206e-04   6.53442000e-01
   5.31259875e-04   6.53572000e-01
   5.67098444e-04   6.53503000e-01
   3.17041939e-04   6.53534000e-01
   1.43466561e-03   6.53396000e-01
   8.46527113e-04   6.53624000e-01
   4.63779397e-04   6.53447000e-01
   1.64901986e-03   6.53476000e-01
   1.38612638e-03   6.53479000e-01
   1.86587170e-03   6.53531000e-01
   1.23411309e-03   6.53507000e-01
   1.31735484e-03   6.53544000e-01
   1.72068884e-03   6.53518000e-01
   1.20504675e-03   6.53443000e-01
   8.11701179e-04   6.53558000e-01
   1.19026074e-03   6.53393000e-01
   2.87065103e-04   6.53481000e-01
   6.01000379e-04   6.53540000e-01
   2.74016646e-04   6.53475000e-01
   9.99358268e-04   6.53453000e-01
   1.25135973e-03   6.53483000e-01
   2.91384824e-04   6.53534000e-01
   1.35524923e-03   6.53472000e-01
   1.10499253e-03   6.53460000e-01
   7.20604490e-04   6.53508000e-01
   1.25050871e-03   6.53467000e-01
   2.40761431e-03   6.53501000e-01
   1.92596807e-03   6.53463000e-01
   1.62724512e-03   6.53528000e-01
   1.39102399e-03   6.53547000e-01
   1.71470241e-03   6.53504000e-01
   1.86190145e-03   6.53537000e-01
   8.49409226e-04   6.53541000e-01
   1.65754311e-03   6.53405000e-01
   1.61421025e-03   6.53470000e-01
   2.49799415e-03   6.53552000e-01
   1.86732895e-03   6.53525000e-01
   1.56888528e-03   6.53554000e-01
   1.60530567e-03   6.53475000e-01
   1.23725167e-03   6.53514000e-01
   1.53985103e-03   6.53427000e-01
   8.23693409e-04   6.53481000e-01
   3.47072484e-04   6.53508000e-01
   1.23115376e-03   6.53466000e-01
   1.66852793e-03   6.53502000e-01
   1.82115439e-03   6.53488000e-01
   1.18641394e-03   6.53391000e-01
   1.83082613e-03   6.53542000e-01
   1.63818276e-03   6.53496000e-01
   6.52562698e-04   6.53442000e-01
   1.99602813e-03   6.53488000e-01
   5.68918126e-04   6.53416000e-01
   1.64675583e-03   6.53413000e-01
   1.24795853e-03   6.53484000e-01
   6.30841976e-04   6.53461000e-01
   9.04810055e-04   6.53482000e-01
   6.53056493e-04   6.53521000e-01
   1.02041129e-03   6.53463000e-01
   1.68620406e-03   6.53435000e-01
   8.47805839e-04   6.53541000e-01
   9.24404191e-04   6.53528000e-01
   1.12565951e-03   6.53584000e-01
   1.50306046e-03   6.53574000e-01
   3.39826622e-04   6.53456000e-01
   1.14102636e-03   6.53466000e-01
   6.30919124e-04   6.53573000e-01
   7.48404414e-04   6.53537000e-01
   4.70457155e-04   6.53428000e-01
   4.81665957e-04   6.53455000e-01
   8.17714437e-04   6.53575000e-01
   5.61857961e-04   6.53547000e-01
   1.06286324e-03   6.53468000e-01
   7.98351897e-04   6.53368000e-01
   1.76780764e-03   6.53571000e-01
   1.14025132e-03   6.53557000e-01
   1.07321845e-03   6.53460000e-01
   1.79414116e-03   6.53547000e-01
   1.53460679e-03   6.53536000e-01
   1.36630650e-03   6.53503000e-01
   5.29961505e-04   6.53503000e-01
   2.22716544e-04   6.53416000e-01
   1.68334451e-03   6.53466000e-01
   1.34458165e-03   6.53489000e-01
   1.83529521e-03   6.53575000e-01
   1.03154463e-03   6.53484000e-01
   3.32079267e-04   6.53537000e-01
   1.33598278e-03   6.53536000e-01
   2.66040377e-03   6.53615000e-01
   1.46070121e-03   6.53503000e-01
   2.52783073e-03   6.53520000e-01
   1.69658769e-03   6.53569000e-01
   1.55395923e-03   6.53440000e-01
   1.12715671e-03   6.53553000e-01
   1.45160206e-03   6.53591000e-01
   1.36620648e-03   6.53528000e-01
   4.08057862e-04   6.53440000e-01
   1.15278232e-03   6.53478000e-01
   2.12704288e-03   6.53520000e-01
   1.59380964e-03   6.53610000e-01
   2.24459889e-03   6.53548000e-01
   1.74820781e-03   6.53452000e-01
   1.67452690e-03   6.53434000e-01
   1.03189317e-03   6.53519000e-01
   1.54342810e-03   6.53390000e-01
   1.40598449e-03   6.53507000e-01
   3.90419096e-04   6.53507000e-01
   1.61567387e-03   6.53339000e-01
   5.59934295e-04   6.53446000e-01
   5.86976336e-04   6.53548000e-01
   1.91501735e-03   6.53523000e-01
   1.63641906e-03   6.53522000e-01
   1.26003451e-03   6.53556000e-01
   9.46363542e-04   6.53470000e-01
   2.00078909e-03   6.53479000e-01
   2.32389088e-03   6.53476000e-01
   2.38886681e-03   6.53498000e-01
   2.11720709e-03   6.53464000e-01
   1.47071812e-03   6.53447000e-01
   1.70028184e-03   6.53506000e-01
   7.72202457e-04   6.53481000e-01
   1.66456578e-03   6.53511000e-01
   8.31685221e-04   6.53579000e-01
   7.29584951e-04   6.53462000e-01
   6.68583175e-04   6.53458000e-01
   1.78500824e-03   6.53500000e-01
   1.73157922e-03   6.53470000e-01
   1.23788954e-03   6.53485000e-01
   2.17524109e-03   6.53560000e-01
   3.96543438e-04   6.53486000e-01
   1.19048665e-03   6.53556000e-01
   1.49069056e-03   6.53511000e-01
   1.48149638e-03   6.53410000e-01
   2.63886721e-03   6.53572000e-01
   1.99891455e-03   6.53488000e-01
   9.23112680e-04   6.53653000e-01
   1.11556502e-03   6.53434000e-01
   1.31206224e-03   6.53435000e-01
   1.39358849e-03   6.53480000e-01
   2.45352815e-03   6.53522000e-01
   1.58535194e-03   6.53527000e-01
   1.98824292e-03   6.53490000e-01
   9.75413755e-04   6.53482000e-01
   1.29214931e-03   6.53463000e-01
   1.09261297e-03   6.53575000e-01
   8.61309162e-04   6.53503000e-01
   1.31620999e-03   6.53516000e-01
   1.37167061e-03   6.53593000e-01
   6.22523817e-04   6.53504000e-01
   1.61675423e-03   6.53584000e-01
   1.86030347e-03   6.53520000e-01
   1.00193009e-03   6.53407000e-01
   1.46583393e-03   6.53507000e-01
   1.68487781e-03   6.53422000e-01
   1.39212661e-03   6.53441000e-01
   6.17733177e-04   6.53568000e-01
   1.23144509e-03   6.53515000e-01
   6.66891949e-04   6.53495000e-01
   6.86373296e-04   6.53491000e-01
   7.82913022e-04   6.53468000e-01
   4.54666372e-04   6.53489000e-01
   6.79612563e-04   6.53470000e-01
   4.27153992e-04   6.53588000e-01
   6.74405473e-04   6.53465000e-01
   1.22588328e-03   6.53515000e-01
   1.19928709e-03   6.53453000e-01
   7.66913919e-04   6.53498000e-01
   1.22420435e-03   6.53469000e-01
   1.49901737e-03   6.53481000e-01
   1.13541569e-03   6.53442000e-01
   6.43674220e-04   6.53458000e-01
   5.21085001e-04   6.53532000e-01
   1.22559706e-03   6.53516000e-01
   7.89429030e-04   6.53622000e-01
   1.01950775e-03   6.53528000e-01
   2.16112386e-04   6.53510000e-01
   1.16486849e-03   6.53514000e-01
   4.52180146e-04   6.53462000e-01
   5.12704214e-04   6.53488000e-01
   1.10521048e-03   6.53593000e-01
   1.58616341e-03   6.53643000e-01
   7.73567137e-04   6.53558000e-01
   6.20801962e-04   6.53484000e-01
   4.87669488e-04   6.53438000e-01
   7.60539953e-04   6.53518000e-01
   5.76839164e-04   6.53445000e-01
   8.47988681e-04   6.53535000e-01
   2.42949537e-04   6.53514000e-01
   1.15130601e-03   6.53539000e-01
   1.19416591e-03   6.53478000e-01
   7.30608916e-04   6.53467000e-01
   9.14907193e-04   6.53485000e-01
   4.61856224e-04   6.53535000e-01
   1.97371571e-03   6.53478000e-01
   1.20720992e-03   6.53514000e-01
   1.68608720e-03   6.53487000e-01
   2.15545415e-03   6.53510000e-01
   3.64612060e-04   6.53506000e-01
   1.73630318e-03   6.53485000e-01
   2.33453303e-03   6.53429000e-01
   1.37689882e-03   6.53474000e-01
   9.55000367e-04   6.53574000e-01
   7.00208414e-04   6.53464000e-01
   1.50408230e-03   6.53542000e-01
   1.80002943e-03   6.53527000e-01
   9.50072633e-04   6.53393000e-01
   8.99093283e-04   6.53519000e-01
   9.45265244e-04   6.53487000e-01
   8.20234931e-05   6.53512000e-01
   8.82296471e-04   6.53516000e-01
   1.09527267e-03   6.53523000e-01
   5.09846825e-04   6.53496000e-01
   1.46642918e-04   6.53471000e-01
   1.17202943e-03   6.53566000e-01
   5.83288611e-04   6.53537000e-01
   4.52022210e-04   6.53519000e-01
   7.18134163e-04   6.53468000e-01
   7.47495648e-04   6.53611000e-01
   6.08538924e-04   6.53490000e-01
   1.25551432e-03   6.53553000e-01
   1.39839612e-03   6.53506000e-01
   8.12119887e-04   6.53401000e-01
   1.70091339e-03   6.53442000e-01
   9.65664398e-04   6.53471000e-01
   1.66296202e-03   6.53456000e-01
   4.84989958e-04   6.53521000e-01
   5.25098153e-04   6.53583000e-01
   7.49458507e-04   6.53462000e-01
   9.05739780e-04   6.53478000e-01
   2.15079036e-04   6.53470000e-01
   3.97105755e-04   6.53603000e-01
   1.23664889e-03   6.53503000e-01
   1.30284343e-03   6.53569000e-01
   5.33563799e-04   6.53489000e-01
   8.88018188e-04   6.53561000e-01
   1.27905922e-03   6.53535000e-01
   1.01700915e-03   6.53512000e-01
   5.20403905e-04   6.53537000e-01
