#          |P|               []
   1.52547577e-03   6.32961000e-01
   1.52829557e-03   6.33046000e-01
   8.29117689e-04   6.32939000e-01
   1.42383016e-03   6.33130000e-01
   1.22475189e-03   6.33023000e-01
   6.20335251e-04   6.33101000e-01
   4.97838724e-04   6.33153000e-01
   6.71450179e-04   6.33123000e-01
   1.08032176e-03   6.33103000e-01
   1.23866957e-03   6.33197000e-01
   2.07851343e-04   6.33085000e-01
   1.35013842e-03   6.33036000e-01
   2.65662080e-03   6.33097000e-01
   9.23403296e-04   6.33038000e-01
   7.79065704e-04   6.33109000e-01
   8.33964673e-04   6.33115000e-01
   8.51270332e-04   6.33253000e-01
   7.62699203e-04   6.33080000e-01
   2.33471147e-03   6.33112000e-01
   1.14078777e-03   6.33179000e-01
   5.06995286e-04   6.33332000e-01
   5.34004184e-04   6.33148000e-01
   8.70693914e-04   6.33110000e-01
   8.51392902e-04   6.32939000e-01
   7.22754990e-04   6.32976000e-01
   7.34171075e-04   6.33023000e-01
   1.77865917e-03   6.33084000e-01
   8.12734579e-04   6.33119000e-01
   6.97899502e-04   6.33165000e-01
   1.21297747e-03   6.33105000e-01
   1.34407526e-03   6.33237000e-01
   8.37986798e-04   6.33149000e-01
   9.72804899e-04   6.32850000e-01
   1.38252426e-03   6.33134000e-01
   1.04252565e-03   6.33037000e-01
   7.51636965e-04   6.33035000e-01
   1.16982177e-03   6.33141000e-01
   2.47204847e-03   6.33035000e-01
   2.17907790e-03   6.33100000e-01
   6.39796803e-04   6.32991000e-01
   1.03630916e-03   6.33071000e-01
   6.55061112e-04   6.33127000e-01
   8.74043661e-04   6.32951000e-01
   1.02781203e-03   6.33000000e-01
   6.35505580e-04   6.33021000e-01
   7.21354424e-04   6.33251000e-01
   1.01022927e-03   6.33039000e-01
   2.25847441e-03   6.33059000e-01
   2.26533660e-03   6.32952000e-01
   1.47524977e-03   6.33082000e-01
   3.06916024e-04   6.33059000e-01
   9.01520559e-04   6.32997000e-01
   1.52989101e-03   6.33026000e-01
   1.55329528e-04   6.33077000e-01
   2.35133757e-03   6.33131000e-01
   9.13737906e-04   6.33115000e-01
   1.14428190e-03   6.33061000e-01
   5.96451892e-04   6.32911000e-01
   7.41116881e-04   6.32986000e-01
   1.15987517e-03   6.33076000e-01
   1.12950335e-03   6.33026000e-01
   6.27296157e-04   6.33057000e-01
   7.10993014e-04   6.33202000e-01
   1.90577265e-03   6.33054000e-01
   7.44540393e-04   6.32989000e-01
   2.69126563e-04   6.32950000e-01
   7.60373541e-04   6.33221000e-01
   1.36443989e-03   6.32974000e-01
   8.70955046e-04   6.33230000e-01
   8.05020129e-04   6.33184000e-01
   8.27803509e-04   6.33133000e-01
   4.42225577e-04   6.33115000e-01
   9.03865354e-04   6.33114000e-01
   7.78238005e-04   6.33111000e-01
   2.78876475e-03   6.33170000e-01
   1.03695385e-03   6.32953000e-01
   1.32350277e-03   6.33182000e-01
   3.36863950e-04   6.33184000e-01
   1.27306969e-03   6.32861000e-01
   1.93432128e-03   6.33061000e-01
   1.12202325e-03   6.33145000e-01
   1.48686259e-03   6.33263000e-01
   8.18968636e-04   6.33131000e-01
   1.80333223e-03   6.32919000e-01
   1.93719092e-03   6.32981000e-01
   1.31189175e-03   6.33152000e-01
   1.72029430e-03   6.32874000e-01
   1.17255570e-03   6.33090000e-01
   4.50779943e-04   6.33179000e-01
   1.76781491e-03   6.33233000e-01
   1.11975151e-03   6.33120000e-01
   6.28108435e-04   6.32939000e-01
   5.69891731e-04   6.33093000e-01
   9.41311131e-04   6.33075000e-01
   1.01217530e-03   6.33073000e-01
   5.90887083e-04   6.33169000e-01
   1.90955254e-03   6.33110000e-01
   9.69437937e-04   6.33035000e-01
   6.33761480e-04   6.33129000e-01
   6.54733730e-04   6.33211000e-01
   7.61518936e-04   6.33112000e-01
   1.20171150e-03   6.33110000e-01
   2.06585793e-03   6.33040000e-01
   1.95160177e-03   6.33089000e-01
   1.06630034e-03   6.33001000e-01
   6.11749736e-04   6.33061000e-01
   8.56449752e-04   6.32995000e-01
   1.29732524e-05   6.32973000e-01
   1.45397101e-04   6.33151000e-01
   8.76615608e-04   6.33142000e-01
   1.11266087e-03   6.33146000e-01
   1.35186500e-03   6.33078000e-01
   1.33168889e-03   6.33038000e-01
   4.15527368e-04   6.33075000e-01
   9.18379511e-04   6.33148000e-01
   4.49689541e-04   6.33006000e-01
   2.67994025e-03   6.32902000e-01
   1.18520306e-03   6.32991000e-01
   1.98977055e-03   6.33072000e-01
   1.53872960e-04   6.33140000e-01
   1.09482326e-03   6.33174000e-01
   1.19379380e-03   6.32997000e-01
   1.26798764e-03   6.32989000e-01
   1.08579572e-03   6.32935000e-01
   8.82830102e-04   6.33108000e-01
   6.13098355e-04   6.33170000e-01
   2.05144308e-03   6.33132000e-01
   1.35458798e-03   6.32962000e-01
   7.40524559e-04   6.33064000e-01
   1.56686169e-03   6.33150000e-01
   8.27136850e-04   6.33025000e-01
   4.75274482e-04   6.32966000e-01
   2.55763055e-04   6.33087000e-01
   1.86649020e-03   6.33153000e-01
   5.30636660e-04   6.33060000e-01
   4.12819075e-04   6.33034000e-01
   2.26990841e-03   6.33057000e-01
   1.37942197e-03   6.32896000e-01
   5.38469051e-04   6.32909000e-01
   9.78438225e-04   6.32992000e-01
   1.20706442e-03   6.33046000e-01
   1.10486997e-03   6.33031000e-01
   1.05456266e-03   6.33033000e-01
   8.77743672e-04   6.32885000e-01
   8.11971336e-04   6.32968000e-01
   5.80570476e-04   6.33180000e-01
   1.17092594e-03   6.33072000e-01
   1.44484515e-03   6.32985000e-01
   1.62719754e-03   6.33127000e-01
   9.35640641e-04   6.33011000e-01
   2.85240438e-04   6.33070000e-01
   1.15085628e-03   6.33188000e-01
   2.02909140e-03   6.32986000e-01
   9.17882443e-04   6.33087000e-01
   1.54197030e-03   6.33080000e-01
   6.02992610e-04   6.33097000e-01
   8.92416854e-04   6.33190000e-01
   6.57899708e-04   6.33287000e-01
   1.43150293e-03   6.33144000e-01
   5.33509564e-04   6.33281000e-01
   1.74066330e-03   6.33105000e-01
   1.37516620e-03   6.33317000e-01
   6.44479137e-04   6.32810000e-01
   4.07991963e-04   6.33134000e-01
   1.18522995e-03   6.33019000e-01
   3.96320399e-04   6.33233000e-01
   7.63608901e-04   6.33002000e-01
   3.01814500e-04   6.33066000e-01
   8.45661767e-04   6.33011000e-01
   9.40099581e-04   6.32977000e-01
   5.26699064e-04   6.32939000e-01
   1.48456984e-03   6.33009000e-01
   8.47846653e-04   6.33095000e-01
   5.57258314e-04   6.33099000e-01
   1.07534408e-03   6.33029000e-01
   3.79747843e-04   6.32979000e-01
   8.16475178e-04   6.33082000e-01
   8.49847875e-04   6.33174000e-01
   8.64877644e-04   6.33097000e-01
   1.19794450e-03   6.33030000e-01
   9.75176634e-04   6.33050000e-01
   1.73408645e-03   6.33092000e-01
   8.75812597e-04   6.33181000e-01
   1.69861069e-03   6.33067000e-01
   1.37206118e-03   6.33007000e-01
   1.53458930e-03   6.33067000e-01
   1.34686809e-03   6.33186000e-01
   1.15651042e-03   6.33114000e-01
   9.20570108e-04   6.33156000e-01
   1.27094523e-03   6.33012000e-01
   5.61567027e-04   6.33082000e-01
   1.47176439e-03   6.33107000e-01
   4.40836545e-04   6.33080000e-01
   7.72174684e-04   6.33011000e-01
   1.11388450e-03   6.33091000e-01
   1.69960170e-03   6.33251000e-01
   1.25420977e-03   6.32975000e-01
   1.11444677e-03   6.33081000e-01
   4.39975721e-04   6.32965000e-01
   2.05622515e-03   6.33009000e-01
   1.67245699e-03   6.33061000e-01
   3.68029235e-04   6.33105000e-01
   9.31452925e-04   6.33065000e-01
   6.07680066e-04   6.32967000e-01
   1.41327761e-03   6.33115000e-01
   1.71999216e-03   6.33152000e-01
   2.53779949e-03   6.32856000e-01
   1.29578169e-03   6.32966000e-01
   1.14673101e-03   6.33007000e-01
   1.66090170e-04   6.32948000e-01
   1.24416063e-03   6.33193000e-01
   6.35357909e-04   6.33168000e-01
   6.86732108e-04   6.33114000e-01
   1.51365735e-03   6.33016000e-01
   1.88888503e-03   6.33143000e-01
   9.50319845e-04   6.33093000e-01
   1.02407386e-03   6.33192000e-01
   1.03639871e-03   6.33165000e-01
   2.87198463e-04   6.33047000e-01
   8.85341274e-04   6.33076000e-01
   7.05382521e-04   6.33172000e-01
   3.09608851e-04   6.33044000e-01
   5.27073058e-04   6.32893000e-01
   6.82030063e-04   6.33034000e-01
   8.84849853e-04   6.32981000e-01
   2.41383908e-03   6.33062000e-01
   8.72913832e-04   6.33104000e-01
   4.56628284e-04   6.33085000e-01
   7.38594227e-04   6.33106000e-01
   2.52358588e-04   6.33050000e-01
   2.13819949e-03   6.33218000e-01
   1.01852198e-03   6.33001000e-01
   4.40607325e-04   6.33093000e-01
   9.52873202e-04   6.33082000e-01
   3.89784892e-04   6.32999000e-01
   1.39228308e-03   6.33129000e-01
   6.05893135e-04   6.32919000e-01
   2.12215565e-03   6.33125000e-01
   1.16736439e-03   6.33091000e-01
   1.10055876e-03   6.33136000e-01
   1.24688237e-03   6.33008000e-01
   7.85027931e-04   6.32952000e-01
   1.71565973e-03   6.33122000e-01
   4.89810662e-04   6.33176000e-01
   2.08308738e-03   6.33164000e-01
   2.04057269e-03   6.32974000e-01
   8.79574304e-04   6.33129000e-01
   1.71395140e-03   6.33219000e-01
   6.03728334e-04   6.32995000e-01
   7.24656589e-04   6.33125000e-01
   1.01974399e-03   6.32952000e-01
   1.39298005e-03   6.33200000e-01
   5.98324255e-04   6.33102000e-01
   7.73157030e-04   6.33134000e-01
   1.79173372e-03   6.33060000e-01
   1.89297560e-03   6.33256000e-01
   9.90249510e-04   6.32993000e-01
   1.92410895e-03   6.32926000e-01
   7.86868576e-04   6.33086000e-01
   2.00898227e-03   6.33076000e-01
   7.54041104e-04   6.33124000e-01
   1.65115112e-03   6.33021000e-01
   1.63783799e-03   6.33059000e-01
   1.14358550e-03   6.32961000e-01
   2.03729450e-03   6.33066000e-01
   7.91185679e-04   6.33217000e-01
   1.24884737e-03   6.33085000e-01
   1.14558259e-03   6.33094000e-01
   5.88266655e-04   6.32962000e-01
   1.24128047e-03   6.33101000e-01
   6.82051967e-04   6.33151000e-01
   1.56714671e-03   6.33074000e-01
   5.16019007e-04   6.33155000e-01
   6.39607754e-04   6.32951000e-01
   1.21893163e-03   6.33125000e-01
   4.12944591e-04   6.33026000e-01
   4.16298330e-04   6.33203000e-01
   1.30868357e-03   6.33088000e-01
   2.10839742e-03   6.32954000e-01
   5.04444812e-04   6.33093000e-01
   1.74893038e-03   6.32991000e-01
   1.29955128e-03   6.33172000e-01
   1.05949288e-03   6.33087000e-01
   4.96581945e-04   6.33144000e-01
   1.28447514e-03   6.33027000e-01
   1.10751249e-03   6.33125000e-01
   2.17632969e-03   6.33109000e-01
   8.70971158e-04   6.33016000e-01
   3.58137863e-04   6.33006000e-01
   4.06770172e-04   6.33032000e-01
   2.80648925e-04   6.33021000e-01
   1.06768283e-03   6.33013000e-01
   2.64413912e-03   6.33022000e-01
   1.16912281e-03   6.32989000e-01
   6.31800372e-04   6.32968000e-01
   9.67318898e-04   6.32904000e-01
   1.24154496e-03   6.33153000e-01
   3.34190690e-04   6.33008000e-01
   1.17162926e-03   6.33101000e-01
   3.69607294e-04   6.33124000e-01
   1.36656186e-03   6.33061000e-01
   1.83241963e-03   6.33075000e-01
   1.58899864e-03   6.33116000e-01
   1.80365420e-03   6.33240000e-01
   1.93423894e-03   6.33002000e-01
   1.66463465e-03   6.32979000e-01
   6.59229386e-04   6.32989000e-01
   8.22577595e-04   6.33189000e-01
   1.00046237e-03   6.33075000e-01
   1.12485494e-03   6.32945000e-01
   5.15372773e-04   6.33175000e-01
   1.15433933e-03   6.33046000e-01
   2.83135823e-04   6.33131000e-01
   2.56320082e-03   6.33109000e-01
   2.28967602e-03   6.33156000e-01
   1.42895100e-03   6.33075000e-01
   4.77512512e-04   6.33020000e-01
   7.88876212e-04   6.33159000e-01
   3.09390855e-04   6.33110000e-01
   1.05945206e-03   6.33130000e-01
   1.22776966e-03   6.33135000e-01
   1.17000086e-03   6.32990000e-01
   8.64651451e-04   6.33168000e-01
   1.24607194e-03   6.32959000e-01
   2.26793178e-03   6.33068000e-01
   1.02398516e-03   6.33060000e-01
   1.11721707e-03   6.33178000e-01
   1.13415384e-03   6.33118000e-01
   1.36099053e-03   6.33118000e-01
   1.18460420e-03   6.33170000e-01
   8.82511160e-05   6.33156000e-01
   1.08400242e-03   6.33125000e-01
   1.21417780e-03   6.32946000e-01
   1.10110459e-03   6.33105000e-01
   1.83774118e-03   6.32904000e-01
   6.27016817e-04   6.33075000e-01
   7.87104319e-04   6.33127000e-01
   1.75207720e-04   6.33035000e-01
   1.10422315e-03   6.32935000e-01
   8.12377838e-04   6.32987000e-01
   5.75295054e-04   6.33138000e-01
   8.08263794e-04   6.32929000e-01
   2.06014962e-03   6.33033000e-01
   1.37038596e-03   6.33243000e-01
   6.32504519e-04   6.33082000e-01
   7.54017152e-04   6.32909000e-01
   1.02760722e-03   6.33049000e-01
   4.59098339e-04   6.33120000e-01
   1.31980610e-03   6.33090000e-01
   1.99117254e-03   6.32996000e-01
   6.17604615e-04   6.33027000e-01
   1.14361394e-03   6.33143000e-01
   6.46874957e-04   6.33095000e-01
   3.36005874e-04   6.33083000e-01
   6.99183499e-04   6.33058000e-01
   1.86179907e-03   6.33000000e-01
   9.88015795e-04   6.33059000e-01
   1.27090137e-03   6.33102000e-01
   1.58612177e-03   6.32948000e-01
   8.86143407e-04   6.32971000e-01
   4.05496863e-04   6.33133000e-01
   1.00050936e-03   6.32874000e-01
   1.18024704e-03   6.32910000e-01
   8.35497722e-04   6.33083000e-01
   2.18589338e-03   6.33189000e-01
   1.53368691e-03   6.33040000e-01
   1.23563846e-03   6.33011000e-01
   6.93666903e-04   6.32949000e-01
   1.24554264e-03   6.33026000e-01
   1.15857453e-03   6.33195000e-01
   1.44949718e-03   6.33159000e-01
   8.67905181e-04   6.33152000e-01
   1.66116211e-03   6.33061000e-01
   9.70128640e-04   6.33053000e-01
   8.56131304e-04   6.33158000e-01
   1.78134026e-03   6.33087000e-01
   1.13858281e-03   6.33213000e-01
   1.28218729e-03   6.33083000e-01
   1.70764466e-03   6.33274000e-01
   5.11683112e-04   6.33126000e-01
   4.81200962e-04   6.33048000e-01
   2.85837293e-03   6.33135000e-01
   1.34555556e-03   6.33102000e-01
   2.95607944e-03   6.33247000e-01
   3.84914504e-04   6.33060000e-01
   4.12247525e-04   6.33021000e-01
   6.51955854e-04   6.33074000e-01
   1.40390289e-03   6.33140000e-01
   9.95935665e-04   6.33054000e-01
   4.40909264e-04   6.33137000e-01
   1.35076137e-03   6.33128000e-01
   4.68588263e-04   6.33095000e-01
   9.01833513e-04   6.33107000e-01
   6.64392892e-04   6.33006000e-01
   2.98424634e-04   6.33134000e-01
   1.25331300e-03   6.33158000e-01
   8.56670140e-04   6.33006000e-01
   6.18534756e-04   6.33035000e-01
   6.85791774e-04   6.33238000e-01
   2.81322080e-04   6.33128000e-01
   3.73023736e-04   6.33044000e-01
   9.03453035e-04   6.33000000e-01
   4.45033045e-04   6.33129000e-01
   1.63894980e-03   6.33118000e-01
   5.54277603e-04   6.33095000e-01
   9.24913867e-04   6.33074000e-01
   1.38201451e-03   6.33048000e-01
   1.14359137e-03   6.33149000e-01
   1.11808954e-03   6.33027000e-01
   4.49206374e-04   6.33109000e-01
   1.16970050e-03   6.33176000e-01
   5.74441123e-04   6.32934000e-01
   1.70809588e-03   6.33141000e-01
   6.80845986e-04   6.33089000e-01
   1.30850340e-03   6.33041000e-01
   1.11707346e-03   6.32967000e-01
   6.69674744e-04   6.33036000e-01
   5.41226520e-04   6.33006000e-01
   1.31076417e-03   6.33024000e-01
   2.04117408e-04   6.33098000e-01
   1.49809828e-03   6.32996000e-01
   8.69260488e-04   6.32956000e-01
   7.91177636e-04   6.32988000e-01
   1.03407833e-03   6.33081000e-01
   1.25363138e-03   6.33057000e-01
   1.06131559e-03   6.33002000e-01
   1.51472397e-03   6.32987000e-01
   2.01699490e-03   6.33028000e-01
   1.03333936e-03   6.32981000e-01
   4.20549495e-04   6.33097000e-01
   5.05043127e-04   6.33224000e-01
   1.44759606e-03   6.33093000e-01
   1.20991471e-03   6.33187000e-01
   1.48224171e-03   6.33013000e-01
   9.32407229e-04   6.33077000e-01
   4.67426668e-04   6.33158000e-01
   1.73378649e-03   6.33046000e-01
   5.97934979e-04   6.33246000e-01
   2.06370763e-03   6.33165000e-01
   7.07290447e-04   6.32927000e-01
   1.11594120e-03   6.33025000e-01
   1.21726460e-03   6.33011000e-01
   8.92559297e-04   6.33040000e-01
   2.69991027e-03   6.33124000e-01
   1.40134653e-03   6.33119000e-01
   1.48710025e-03   6.33056000e-01
   2.09927866e-03   6.33219000e-01
   1.42734005e-03   6.33098000e-01
   1.03777344e-03   6.33080000e-01
   1.31401548e-03   6.32948000e-01
   8.57255294e-04   6.32990000e-01
   1.03163765e-03   6.32975000e-01
   1.45761234e-03   6.32968000e-01
   1.04013843e-03   6.32906000e-01
   4.81534436e-04   6.33031000e-01
   1.15681831e-03   6.33039000e-01
   1.27153375e-03   6.32904000e-01
   1.46797085e-03   6.33197000e-01
   8.00924904e-04   6.32979000e-01
   8.52678629e-04   6.33078000e-01
   9.63493406e-04   6.32909000e-01
   1.12828954e-03   6.33066000e-01
   5.74400090e-04   6.33294000e-01
   1.68423820e-03   6.33046000e-01
   1.73098032e-03   6.33263000e-01
   4.63029515e-04   6.33170000e-01
   1.79103820e-03   6.32980000e-01
   1.38905225e-03   6.33053000e-01
   2.00539202e-03   6.33032000e-01
   1.10149928e-03   6.33047000e-01
   6.87834662e-04   6.33155000e-01
   6.97250885e-04   6.33106000e-01
   1.16664562e-03   6.32843000e-01
   7.76152272e-04   6.33087000e-01
   2.60495269e-04   6.33029000e-01
   9.85068363e-04   6.33123000e-01
   1.28678634e-03   6.33080000e-01
   1.29557982e-03   6.32962000e-01
   6.24517072e-04   6.33124000e-01
   1.28229702e-03   6.33060000e-01
   8.11361560e-04   6.33032000e-01
   5.75021218e-04   6.33139000e-01
   1.60065273e-03   6.33123000e-01
   1.32675633e-03   6.33049000e-01
   1.31001553e-04   6.33096000e-01
   8.85199068e-05   6.33248000e-01
   1.31986314e-03   6.33007000e-01
   4.12136899e-04   6.33114000e-01
   1.02582258e-03   6.33181000e-01
   2.11009146e-03   6.33088000e-01
   1.00612460e-03   6.32969000e-01
   1.62229596e-03   6.33020000e-01
   3.10884876e-04   6.33044000e-01
   5.22958259e-04   6.32979000e-01
   1.44874127e-03   6.32897000e-01
   1.49214834e-03   6.33010000e-01
   1.61829539e-03   6.33116000e-01
   1.30978945e-03   6.32958000e-01
   4.96018566e-04   6.33099000e-01
   2.09292250e-03   6.33036000e-01
   7.95178554e-04   6.33202000e-01
   7.69673419e-04   6.32853000e-01
   1.40971147e-03   6.33108000e-01
   9.18297215e-04   6.33018000e-01
   8.96029820e-04   6.32927000e-01
   6.66533684e-04   6.33174000e-01
   9.49624861e-04   6.33096000e-01
   7.41308770e-04   6.32977000e-01
   1.91196954e-03   6.33013000e-01
   6.53850423e-04   6.32995000e-01
   1.19054009e-03   6.33030000e-01
   3.42034602e-04   6.33211000e-01
   1.05968572e-03   6.32988000e-01
   1.56171869e-03   6.33079000e-01
   1.37680005e-03   6.33006000e-01
   1.00136135e-03   6.33076000e-01
   8.73576627e-04   6.33093000e-01
   1.10731946e-03   6.33093000e-01
   5.11800152e-04   6.33180000e-01
   1.22086143e-03   6.33065000e-01
   9.03461223e-04   6.33133000e-01
   5.77721656e-04   6.33095000e-01
   9.56171846e-04   6.33074000e-01
   1.19202390e-03   6.33091000e-01
   5.31888887e-04   6.32947000e-01
   4.94603917e-04   6.33090000e-01
   1.52994219e-03   6.33040000e-01
   5.98188045e-04   6.33080000e-01
   2.14036713e-04   6.33088000e-01
   2.09948685e-03   6.33091000e-01
   5.88474269e-04   6.33057000e-01
   1.04459809e-03   6.33040000e-01
   4.27541001e-04   6.33017000e-01
   1.30042928e-03   6.33062000e-01
   1.26126161e-03   6.33135000e-01
   9.95064640e-05   6.33050000e-01
   1.28928864e-03   6.33110000e-01
   1.05978782e-03   6.33085000e-01
   9.27364264e-04   6.33133000e-01
   8.26643044e-05   6.33085000e-01
   1.31749358e-03   6.33106000e-01
   6.99068400e-04   6.33052000e-01
   6.76178857e-04   6.33101000e-01
   7.61784667e-04   6.33129000e-01
   7.12033810e-04   6.33049000e-01
   2.77980008e-03   6.32999000e-01
   1.51890591e-03   6.32965000e-01
   4.62915406e-04   6.33094000e-01
   1.61306600e-03   6.32946000e-01
   9.81586493e-04   6.33001000e-01
   2.05061682e-03   6.33206000e-01
   1.88379480e-03   6.32941000e-01
   4.01073687e-04   6.33130000e-01
   2.02084761e-03   6.33103000e-01
   1.72981326e-03   6.33103000e-01
   3.82646965e-04   6.33045000e-01
   3.49301740e-04   6.32965000e-01
   1.26496696e-03   6.33202000e-01
   2.84617425e-04   6.33037000e-01
   1.27419716e-03   6.32782000e-01
   9.76252428e-04   6.33115000e-01
   1.08296853e-03   6.33074000e-01
   9.67367514e-04   6.33092000e-01
   4.57357546e-04   6.33016000e-01
   2.44559273e-04   6.33164000e-01
   5.79129209e-04   6.33010000e-01
   1.48204748e-03   6.33041000e-01
   2.15108220e-03   6.33068000e-01
   6.76414426e-04   6.32980000e-01
   5.37491217e-04   6.32992000e-01
   9.44139183e-04   6.32976000e-01
   1.98592661e-03   6.33082000e-01
   1.92926718e-03   6.33037000e-01
   2.40979873e-04   6.33170000e-01
   2.33151506e-03   6.32999000e-01
   7.36574434e-04   6.33014000e-01
   1.48645425e-03   6.33183000e-01
   1.28838640e-03   6.33096000e-01
   9.14777811e-04   6.33064000e-01
   1.37358039e-03   6.33210000e-01
   1.33984022e-03   6.33127000e-01
   1.05431406e-03   6.33094000e-01
   1.07426039e-03   6.33118000e-01
   6.19071280e-04   6.33114000e-01
   5.86917663e-04   6.33067000e-01
   2.23233376e-03   6.33048000e-01
   4.44585754e-04   6.33029000e-01
   7.54117650e-04   6.33101000e-01
   5.99421343e-04   6.32989000e-01
   4.23808817e-04   6.33008000e-01
   2.07170180e-03   6.33023000e-01
   1.22940095e-03   6.33072000e-01
   4.54144311e-04   6.33006000e-01
   9.79300048e-04   6.33157000e-01
   1.40292323e-03   6.33190000e-01
   1.22035957e-04   6.33043000e-01
   2.69938683e-03   6.33171000e-01
   1.49177926e-03   6.33110000e-01
   1.10140476e-03   6.33135000e-01
   1.30211231e-03   6.33094000e-01
   3.42484600e-04   6.33114000e-01
   1.19999348e-03   6.33210000e-01
   1.46330454e-03   6.32942000e-01
   7.48268726e-04   6.33182000e-01
   7.68918983e-04   6.33086000e-01
   1.41386116e-03   6.32962000e-01
   4.04634321e-04   6.33241000e-01
   6.53735677e-04   6.33134000e-01
   7.59802872e-04   6.33167000e-01
   6.71991694e-04   6.32976000e-01
   6.15192721e-04   6.32984000e-01
   2.26286348e-03   6.33077000e-01
   3.56900172e-04   6.33119000e-01
   2.12350152e-03   6.32968000e-01
   5.08513968e-04   6.33009000e-01
   1.86921494e-03   6.33237000e-01
   1.99813383e-04   6.33099000e-01
   3.65597164e-04   6.33044000e-01
   1.36758936e-03   6.32938000e-01
   1.64743597e-03   6.33147000e-01
   7.76390509e-05   6.32969000e-01
   5.01134936e-04   6.33032000e-01
   1.57797325e-03   6.33030000e-01
   7.29878634e-04   6.32896000e-01
   6.19363889e-04   6.33176000e-01
   1.72862438e-03   6.33148000e-01
   8.14076185e-04   6.33126000e-01
   1.62964999e-03   6.32945000e-01
   1.40305906e-03   6.33266000e-01
   1.94020272e-03   6.33014000e-01
   6.89672712e-04   6.32978000e-01
   4.92173446e-04   6.33136000e-01
   1.05954586e-03   6.33133000e-01
   8.94046887e-04   6.33053000e-01
   4.77667160e-04   6.33048000e-01
   7.69994994e-04   6.32993000e-01
   1.36531556e-03   6.33056000e-01
   7.92629672e-04   6.33090000e-01
   1.22098114e-03   6.33170000e-01
   8.02241501e-04   6.33219000e-01
   1.04631333e-03   6.33003000e-01
   6.74188606e-04   6.32994000e-01
   6.26030541e-04   6.33131000e-01
   1.09582050e-03   6.33060000e-01
   1.47703460e-03   6.32972000e-01
   1.12772853e-03   6.33164000e-01
   1.83763449e-03   6.33023000e-01
   2.52194126e-04   6.33157000e-01
   7.44873069e-04   6.33083000e-01
   9.14644789e-04   6.32994000e-01
   6.46401789e-04   6.33205000e-01
   1.79831623e-03   6.32934000e-01
   1.20251873e-03   6.33011000e-01
   1.59092692e-03   6.33034000e-01
   9.78867369e-04   6.33147000e-01
