#          |P|               []
   5.90947689e-03   6.47904000e-01
   6.69957668e-03   6.47858000e-01
   5.52393747e-03   6.47785000e-01
   6.26199988e-03   6.47838000e-01
   5.40637284e-03   6.47861000e-01
   5.95570081e-03   6.48160000e-01
   6.68576630e-03   6.47717000e-01
   4.82663338e-03   6.47909000e-01
   6.13833002e-03   6.47868000e-01
   5.47332326e-03   6.47860000e-01
   5.12910595e-03   6.47920000e-01
   6.41768448e-03   6.47921000e-01
   6.14991996e-03   6.47853000e-01
   8.01550924e-03   6.47765000e-01
   6.32592004e-03   6.47816000e-01
   4.75384967e-03   6.47801000e-01
   5.68807426e-03   6.47842000e-01
   6.89921894e-03   6.47909000e-01
   5.42346547e-03   6.47929000e-01
   8.37435147e-03   6.48000000e-01
   5.09971092e-03   6.47911000e-01
   6.83124178e-03   6.47793000e-01
   5.04766162e-03   6.47763000e-01
   5.61215089e-03   6.47887000e-01
   4.58498669e-03   6.47782000e-01
   6.86129559e-03   6.47853000e-01
   4.79419753e-03   6.47864000e-01
   4.54205546e-03   6.47847000e-01
   5.69141564e-03   6.47906000e-01
   5.85150388e-03   6.47827000e-01
   4.93278083e-03   6.47800000e-01
   5.56469901e-03   6.47948000e-01
   4.91194432e-03   6.47841000e-01
   5.86288608e-03   6.47958000e-01
   4.46985059e-03   6.48010000e-01
   4.96482400e-03   6.47787000e-01
   5.38162743e-03   6.47848000e-01
   5.59083497e-03   6.47853000e-01
   6.32407151e-03   6.47800000e-01
   5.54841177e-03   6.47855000e-01
   7.91762241e-03   6.47855000e-01
   5.43592153e-03   6.47878000e-01
   7.02263017e-03   6.47809000e-01
   5.18300421e-03   6.47868000e-01
   6.82872318e-03   6.47872000e-01
   4.59187643e-03   6.48045000e-01
   5.08281179e-03   6.47960000e-01
   5.42344087e-03   6.47873000e-01
   6.60482371e-03   6.47768000e-01
   5.76566016e-03   6.47873000e-01
   6.04213779e-03   6.47847000e-01
   4.29730644e-03   6.47902000e-01
   3.86338718e-03   6.47767000e-01
   5.18099386e-03   6.47851000e-01
   7.10758665e-03   6.47999000e-01
   5.61215605e-03   6.47898000e-01
   4.84410922e-03   6.47910000e-01
   6.53940023e-03   6.48009000e-01
   4.87598724e-03   6.47901000e-01
   6.25189644e-03   6.47955000e-01
   5.65081800e-03   6.47885000e-01
   5.33198000e-03   6.47786000e-01
   7.05316730e-03   6.47770000e-01
   5.01164896e-03   6.48010000e-01
   5.73769771e-03   6.47743000e-01
   4.91889903e-03   6.47927000e-01
   7.36651822e-03   6.48015000e-01
   5.93302097e-03   6.47792000e-01
   6.42535252e-03   6.47838000e-01
   6.94711863e-03   6.47891000e-01
   6.93289846e-03   6.47868000e-01
   4.32705457e-03   6.47801000e-01
   6.40483931e-03   6.47846000e-01
   7.23796981e-03   6.47712000e-01
   4.49663299e-03   6.47941000e-01
   5.06382210e-03   6.47968000e-01
   5.15959480e-03   6.47787000e-01
   8.16297616e-03   6.48010000e-01
   4.64330895e-03   6.47795000e-01
   5.80570261e-03   6.47897000e-01
   6.47992289e-03   6.47929000e-01
   6.53334280e-03   6.47829000e-01
   6.16632347e-03   6.47805000e-01
   5.95732648e-03   6.47838000e-01
   6.87352784e-03   6.47798000e-01
   6.59394471e-03   6.48049000e-01
   6.02737050e-03   6.47907000e-01
   6.06566129e-03   6.47937000e-01
   5.30204844e-03   6.47872000e-01
   5.65095169e-03   6.47900000e-01
   5.26206425e-03   6.47808000e-01
   5.84718847e-03   6.47804000e-01
   6.34540785e-03   6.47886000e-01
   5.16568491e-03   6.47837000e-01
   4.74547279e-03   6.47871000e-01
   5.25798280e-03   6.47715000e-01
   6.50907148e-03   6.47918000e-01
   6.12303649e-03   6.47850000e-01
   6.11402300e-03   6.47923000e-01
   5.83778341e-03   6.47868000e-01
