#          |P|               []
   9.12590456e-04   6.15212000e-01
   1.25159100e-04   6.14968000e-01
   3.02633378e-04   6.15182000e-01
   9.21986418e-04   6.15266000e-01
   8.87202858e-04   6.14954000e-01
   1.40119686e-03   6.15178000e-01
   1.74454943e-03   6.15064000e-01
   1.62337062e-03   6.15158000e-01
   3.24837911e-04   6.15024000e-01
   1.15853213e-03   6.15142000e-01
   1.47754622e-03   6.15006000e-01
   1.73296017e-03   6.15083000e-01
   6.77162936e-04   6.15247000e-01
   1.21062875e-03   6.14969000e-01
   8.90271637e-04   6.15181000e-01
   1.07357077e-03   6.15125000e-01
   1.04630801e-03   6.15229000e-01
   6.13518242e-04   6.15069000e-01
   1.11739964e-03   6.15251000e-01
   1.17467438e-03   6.15267000e-01
   3.09209402e-04   6.15155000e-01
   1.23836695e-03   6.15214000e-01
   9.56448002e-04   6.15065000e-01
   1.17237757e-03   6.15160000e-01
   3.73967438e-04   6.15025000e-01
   1.01710293e-03   6.15168000e-01
   8.98746110e-04   6.15217000e-01
   3.85949510e-04   6.15023000e-01
   6.08949296e-04   6.15291000e-01
   1.09177963e-03   6.15152000e-01
   9.77509538e-04   6.15145000e-01
   1.00283261e-03   6.15184000e-01
   4.13115142e-04   6.15135000e-01
   5.03514790e-04   6.15247000e-01
   5.51124904e-04   6.14962000e-01
   8.16816040e-04   6.15124000e-01
   1.18571735e-03   6.15159000e-01
   4.27985714e-04   6.15071000e-01
   3.42470305e-04   6.14971000e-01
   1.02752437e-03   6.15197000e-01
   1.06145154e-03   6.15248000e-01
   1.53591720e-03   6.15117000e-01
   2.19987388e-04   6.15194000e-01
   1.51356358e-04   6.15096000e-01
   1.20334187e-03   6.15145000e-01
   9.65896954e-04   6.15148000e-01
   5.90003583e-04   6.15077000e-01
   5.00764210e-04   6.15167000e-01
   8.75088518e-04   6.15142000e-01
   7.07148022e-04   6.15041000e-01
   5.38665609e-04   6.15251000e-01
   9.01770115e-04   6.15119000e-01
   1.15612850e-03   6.15149000e-01
   1.06467300e-03   6.15146000e-01
   1.19102957e-03   6.14988000e-01
   6.04480997e-04   6.15238000e-01
   1.00803004e-03   6.15181000e-01
   1.23810531e-03   6.15188000e-01
   5.28934293e-04   6.15196000e-01
   9.44694893e-04   6.15347000e-01
   9.04568095e-04   6.15306000e-01
   8.75736615e-04   6.15159000e-01
   8.75446019e-04   6.15118000e-01
   5.49407197e-04   6.15032000e-01
   4.58924101e-04   6.15134000e-01
   5.46402281e-04   6.15252000e-01
   7.02359816e-04   6.15293000e-01
   9.93118252e-04   6.15240000e-01
   7.83687063e-04   6.15175000e-01
   1.06988260e-03   6.15134000e-01
   1.22472228e-04   6.15223000e-01
   6.31662193e-04   6.15138000e-01
   1.38728558e-03   6.15051000e-01
   1.35843889e-03   6.15278000e-01
   1.87775424e-04   6.15283000e-01
   2.74943217e-04   6.15146000e-01
   1.65948260e-03   6.15150000e-01
   1.64041253e-03   6.15269000e-01
   3.45263349e-04   6.15219000e-01
   1.08960224e-03   6.15181000e-01
   1.07778990e-03   6.15165000e-01
   1.36381965e-03   6.15267000e-01
   2.04712249e-04   6.15233000e-01
   6.62937216e-04   6.15122000e-01
   6.46429006e-04   6.15206000e-01
   4.22192727e-04   6.15284000e-01
   5.90519835e-04   6.15199000e-01
   1.06884907e-03   6.15069000e-01
   1.26878340e-03   6.15143000e-01
   9.56482283e-04   6.15279000e-01
   7.53677922e-04   6.15190000e-01
   1.01786629e-03   6.15203000e-01
   1.61107585e-03   6.15157000e-01
   4.16344339e-04   6.15092000e-01
   9.75684948e-04   6.15133000e-01
   8.78249732e-04   6.15184000e-01
   4.04551264e-04   6.15088000e-01
   1.10942071e-04   6.15301000e-01
   6.59572767e-04   6.15184000e-01
   3.86027518e-04   6.15154000e-01
   1.09864502e-03   6.15151000e-01
   1.63929088e-03   6.15247000e-01
   9.98530658e-04   6.15103000e-01
   2.26066138e-04   6.15202000e-01
   2.01651453e-04   6.15165000e-01
   1.12407553e-03   6.15038000e-01
   5.99545043e-04   6.15360000e-01
   3.41438626e-04   6.15070000e-01
   1.21265735e-03   6.15130000e-01
   1.26524615e-04   6.14903000e-01
   3.66947059e-04   6.15221000e-01
   3.07688616e-04   6.15094000e-01
   6.50473643e-04   6.15075000e-01
   1.47187638e-03   6.15238000e-01
   5.11426457e-04   6.15139000e-01
   8.88747882e-04   6.15340000e-01
   4.67480979e-04   6.15258000e-01
   3.72066911e-04   6.15077000e-01
   1.12210644e-03   6.15173000e-01
   9.54123762e-04   6.15089000e-01
   1.95040230e-04   6.15116000e-01
   7.80714296e-04   6.15231000e-01
   1.84299049e-03   6.15163000e-01
   8.13573753e-04   6.15208000e-01
   1.19936815e-03   6.15148000e-01
   4.16865707e-04   6.15059000e-01
   1.85012364e-03   6.15021000e-01
   1.34601203e-03   6.15234000e-01
   4.43654738e-04   6.15163000e-01
   2.17129627e-03   6.15103000e-01
   1.17873854e-03   6.15272000e-01
   2.50763569e-03   6.15068000e-01
   1.87454895e-03   6.15094000e-01
   1.19700641e-04   6.15131000e-01
   3.89469901e-04   6.15121000e-01
   3.34611386e-04   6.14984000e-01
   1.37389923e-03   6.15161000e-01
   6.34502481e-04   6.15251000e-01
   8.01868126e-04   6.15220000e-01
   1.17488892e-03   6.15074000e-01
   8.89150945e-04   6.15229000e-01
   1.29809018e-03   6.15184000e-01
   6.96272528e-04   6.15099000e-01
   1.87628618e-04   6.15265000e-01
   8.87955748e-04   6.15143000e-01
   9.63655822e-04   6.15229000e-01
   7.66285302e-04   6.15085000e-01
   1.66121897e-03   6.15210000e-01
   8.26436372e-04   6.15285000e-01
   1.35027436e-03   6.15090000e-01
   1.23340867e-03   6.14994000e-01
   4.01674058e-04   6.15211000e-01
   5.51916781e-04   6.15142000e-01
   5.86758622e-04   6.15223000e-01
   5.52250690e-04   6.15109000e-01
   7.64122878e-04   6.15212000e-01
   1.40620975e-03   6.15202000e-01
   8.33929764e-04   6.15238000e-01
   5.32642560e-04   6.15194000e-01
   5.62956936e-04   6.15175000e-01
   1.17854141e-03   6.15237000e-01
   6.93121391e-04   6.15000000e-01
   1.29499879e-03   6.15071000e-01
   1.29252561e-03   6.15269000e-01
   1.26270984e-04   6.14960000e-01
   6.50973637e-04   6.15258000e-01
   1.00704841e-03   6.15275000e-01
   1.33204208e-03   6.15368000e-01
   1.03199518e-03   6.15271000e-01
   2.79362489e-04   6.15062000e-01
   1.14867309e-03   6.15082000e-01
   9.62491217e-04   6.15156000e-01
   8.55713074e-04   6.15258000e-01
   4.27874064e-04   6.15151000e-01
   2.45806095e-04   6.15030000e-01
   2.84849773e-04   6.15204000e-01
   6.46911079e-04   6.15328000e-01
   1.02124379e-03   6.15022000e-01
   4.23708602e-04   6.15302000e-01
   1.41758617e-03   6.15055000e-01
   9.23905800e-04   6.15336000e-01
   1.47388960e-03   6.15144000e-01
   1.17990141e-03   6.15301000e-01
   9.82947266e-04   6.15163000e-01
   6.75164849e-04   6.15155000e-01
   8.89570124e-04   6.15253000e-01
   7.20433466e-04   6.15199000e-01
   5.61548128e-04   6.15053000e-01
   5.40043192e-04   6.15191000e-01
   2.90968470e-04   6.15059000e-01
   6.77383793e-04   6.15173000e-01
   1.16367664e-03   6.15142000e-01
   5.72127394e-04   6.15185000e-01
   6.94329399e-04   6.15152000e-01
   3.62881377e-04   6.15151000e-01
   1.12654258e-03   6.15204000e-01
   1.40509021e-03   6.15023000e-01
   9.85361648e-04   6.15112000e-01
   3.30291665e-04   6.15141000e-01
   6.65672584e-04   6.15231000e-01
   7.29301369e-04   6.15176000e-01
   5.25807875e-05   6.15206000e-01
   8.59769490e-04   6.15307000e-01
   7.92230242e-04   6.15164000e-01
   8.30505712e-04   6.15258000e-01
   8.73174305e-04   6.15330000e-01
   4.87025612e-04   6.15150000e-01
   5.49149899e-04   6.15208000e-01
   4.50840809e-04   6.15384000e-01
   6.58998814e-04   6.15008000e-01
   1.32346107e-03   6.15391000e-01
   7.62287308e-04   6.15086000e-01
   5.35003966e-04   6.15149000e-01
   2.48469056e-03   6.15187000e-01
   5.54966888e-04   6.15156000e-01
   1.15531285e-03   6.15195000e-01
   4.28503490e-04   6.15171000e-01
   5.92312355e-04   6.15226000e-01
   2.26454354e-03   6.15406000e-01
   1.73175741e-04   6.15159000e-01
   5.32573726e-04   6.15002000e-01
   1.45203252e-03   6.15148000e-01
   3.10749183e-04   6.15368000e-01
   6.54669764e-04   6.15263000e-01
   5.49775435e-04   6.15314000e-01
   1.01466118e-04   6.15377000e-01
   1.21380285e-03   6.15162000e-01
   1.34472884e-03   6.15228000e-01
   1.70336792e-03   6.15088000e-01
   1.55675416e-03   6.15112000e-01
   6.27381203e-04   6.15270000e-01
   6.89073738e-04   6.15238000e-01
   4.47972611e-04   6.15210000e-01
   6.10883971e-04   6.15100000e-01
   9.04394682e-04   6.15094000e-01
   1.04651018e-03   6.15347000e-01
   9.93752417e-04   6.15218000e-01
   8.27423110e-04   6.15019000e-01
   4.04680801e-04   6.15088000e-01
   6.52070445e-04   6.15174000e-01
   9.23983054e-04   6.15070000e-01
   6.55040383e-04   6.14991000e-01
   1.38845168e-03   6.15110000e-01
   1.16082550e-03   6.15022000e-01
   7.23688586e-04   6.14998000e-01
   2.92181146e-04   6.15273000e-01
   7.79566245e-04   6.15323000e-01
