#          |P|               []
   7.50442021e-04   6.37806000e-01
   8.91631682e-04   6.37832000e-01
   1.62865201e-03   6.37627000e-01
   3.33539087e-03   6.37725000e-01
   2.59036689e-03   6.37700000e-01
   1.84801670e-03   6.37850000e-01
   1.55149239e-03   6.37729000e-01
   5.61416711e-04   6.37745000e-01
   1.84943128e-03   6.37728000e-01
   1.37219213e-03   6.37892000e-01
   4.71458674e-04   6.37719000e-01
   7.33767886e-04   6.37756000e-01
   1.67499499e-03   6.37759000e-01
   1.87816572e-03   6.37750000e-01
   1.29230036e-03   6.37835000e-01
   2.19388202e-03   6.37871000e-01
   1.32251071e-03   6.37702000e-01
   1.26833536e-03   6.37611000e-01
   4.16582516e-04   6.37732000e-01
   6.14593827e-04   6.37772000e-01
   5.88582357e-04   6.37851000e-01
   1.64777470e-03   6.37774000e-01
   1.59931488e-03   6.37902000e-01
   4.54457740e-04   6.37706000e-01
   7.69517247e-04   6.37721000e-01
   3.39303991e-04   6.37691000e-01
   9.94823999e-04   6.37765000e-01
   1.82191020e-03   6.37807000e-01
   1.37624782e-03   6.37763000e-01
   1.76894312e-03   6.37922000e-01
   4.67973595e-03   6.37694000e-01
   9.75516348e-04   6.37813000e-01
   2.87387345e-03   6.37825000e-01
   1.72682726e-03   6.37593000e-01
   1.76513182e-03   6.37497000e-01
   1.39862828e-04   6.37762000e-01
   1.75181195e-03   6.37764000e-01
   7.53551578e-04   6.37886000e-01
   2.48517718e-03   6.37580000e-01
   1.40044408e-03   6.37722000e-01
   7.59752653e-04   6.37960000e-01
   9.33410478e-04   6.37715000e-01
   1.29437782e-03   6.37688000e-01
   1.27563925e-03   6.37826000e-01
   2.15655089e-03   6.37750000e-01
   1.05778680e-03   6.37839000e-01
   8.19479995e-04   6.37799000e-01
   4.84928132e-04   6.37755000e-01
   1.60298304e-03   6.37740000e-01
   1.00517060e-03   6.37654000e-01
   7.65658516e-04   6.37783000e-01
   5.76849881e-04   6.37735000e-01
   5.63274956e-04   6.37817000e-01
   1.22710157e-03   6.37760000e-01
   2.68267251e-03   6.37754000e-01
   1.75210608e-03   6.37824000e-01
   2.22174445e-03   6.37705000e-01
   7.54416204e-04   6.37745000e-01
   2.05015597e-03   6.37658000e-01
   3.16975538e-03   6.37769000e-01
   1.77015205e-03   6.37673000e-01
   1.79878964e-03   6.37765000e-01
   1.45665631e-03   6.37677000e-01
   2.87438069e-03   6.37712000e-01
   9.07350893e-04   6.37786000e-01
