#             |P|               []
   5.48589703e-03   6.41678000e-01
   1.51800248e-03   6.41668000e-01
   5.59494233e-04   6.41691000e-01
   2.84542886e-03   6.41792000e-01
   6.76315553e-03   6.41863000e-01
   3.87854470e-03   6.41878000e-01
   3.12365702e-03   6.41732000e-01
   2.95889005e-03   6.41681000e-01
   1.46706058e-03   6.41674000e-01
   3.19390194e-03   6.41783000e-01
   2.35909078e-03   6.41864000e-01
   4.06463109e-03   6.41714000e-01
   5.56449108e-03   6.41730000e-01
   1.99067669e-03   6.41702000e-01
   2.99682254e-03   6.41815000e-01
   2.56375598e-03   6.41780000e-01
   2.02216688e-03   6.41841000e-01
   2.44571496e-03   6.41679000e-01
   2.57302025e-03   6.41678000e-01
   8.80793083e-04   6.41679000e-01
   1.30459537e-03   6.41706000e-01
   3.75629899e-03   6.41745000e-01
   2.35696829e-03   6.41772000e-01
   3.15119830e-03   6.41631000e-01
   4.59262675e-03   6.41728000e-01
   3.55203583e-03   6.41695000e-01
   4.28935082e-03   6.41869000e-01
   5.56265806e-03   6.41624000e-01
   4.75154188e-03   6.41697000e-01
   3.82631624e-03   6.41718000e-01
   4.99899979e-03   6.41814000e-01
   2.84116686e-03   6.41715000e-01
   3.24693459e-03   6.41817000e-01
   2.81577463e-03   6.41840000e-01
   5.27704217e-03   6.41714000e-01
   4.50465893e-03   6.41839000e-01
   3.68453594e-03   6.41942000e-01
   3.50641161e-03   6.41669000e-01
   4.51680583e-03   6.41681000e-01
   4.93890663e-03   6.41614000e-01
   2.75462110e-03   6.41769000e-01
   3.50685387e-03   6.41720000e-01
   3.10193321e-03   6.41641000e-01
   1.04934559e-03   6.41742000e-01
   2.33699456e-03   6.41763000e-01
   1.35999204e-03   6.41991000e-01
   2.38155630e-03   6.41643000e-01
   3.28263200e-03   6.41765000e-01
   3.59164607e-03   6.41661000e-01
   4.61502859e-03   6.41864000e-01
   3.38085037e-03   6.41753000e-01
   5.13617021e-03   6.41810000e-01
   3.15671682e-03   6.41687000e-01
   5.62173091e-03   6.41836000e-01
   3.67780269e-03   6.41680000e-01
   2.84064067e-03   6.41772000e-01
   4.09393971e-03   6.41765000e-01
   2.98019902e-03   6.41673000e-01
   1.60358048e-03   6.41833000e-01
   2.03153454e-03   6.41844000e-01
   4.36703178e-03   6.41732000e-01
   5.49274517e-03   6.41861000e-01
   4.97319315e-03   6.41612000e-01
   3.21761104e-03   6.41789000e-01
   3.85900089e-03   6.41796000e-01
   5.36300363e-03   6.41713000e-01
   2.54557484e-03   6.41762000e-01
   4.22517642e-03   6.41805000e-01
   4.21360550e-03   6.41854000e-01
   4.68800577e-03   6.41840000e-01
   3.17924003e-03   6.41768000e-01
   2.47015490e-03   6.41669000e-01
   2.58461847e-03   6.41698000e-01
   3.55330265e-03   6.41785000e-01
   2.97214463e-03   6.41833000e-01
   3.55652045e-03   6.41644000e-01
   1.54528473e-03   6.41728000e-01
   3.61652549e-03   6.41670000e-01
   3.41836027e-03   6.41845000e-01
   5.25774077e-03   6.41744000e-01
   4.86475178e-03   6.41769000e-01
