#             |P|               []
   1.08529789e-03   6.48023000e-01
   1.99412440e-03   6.47974000e-01
   1.80975416e-03   6.47941000e-01
   2.37787586e-03   6.48071000e-01
   1.43965312e-03   6.47966000e-01
   1.45404858e-03   6.48122000e-01
   2.05524137e-03   6.48054000e-01
   2.21315612e-03   6.47980000e-01
   1.53836563e-03   6.48123000e-01
   4.26875216e-04   6.48013000e-01
   1.32198141e-03   6.47955000e-01
   3.41377561e-03   6.48036000e-01
   1.86720270e-03   6.48030000e-01
   1.93771585e-03   6.47990000e-01
   2.99121254e-03   6.48031000e-01
   2.28163104e-03   6.47966000e-01
   2.85194750e-03   6.47983000e-01
   3.48051995e-03   6.47947000e-01
   2.08059588e-03   6.47994000e-01
   2.36917656e-03   6.47962000e-01
   2.20226541e-03   6.47938000e-01
   4.11911491e-03   6.47985000e-01
   2.21311080e-03   6.47891000e-01
   1.28698773e-03   6.48044000e-01
   1.63147398e-03   6.48081000e-01
   1.83555369e-03   6.47925000e-01
   2.79964760e-03   6.48089000e-01
   2.69478061e-03   6.47999000e-01
   2.61062778e-03   6.48000000e-01
   1.52698220e-03   6.48041000e-01
   1.51725745e-03   6.48014000e-01
   1.05992432e-03   6.48084000e-01
   9.51741373e-04   6.48009000e-01
   4.08335989e-04   6.47960000e-01
   1.79242853e-03   6.48140000e-01
   3.08244435e-03   6.48043000e-01
   1.08964403e-03   6.48073000e-01
   2.33370104e-03   6.47978000e-01
   2.38187630e-03   6.47992000e-01
   2.96113732e-03   6.47942000e-01
   2.94688423e-03   6.48093000e-01
   1.77615940e-03   6.48005000e-01
   2.80760318e-03   6.48017000e-01
   1.99903485e-03   6.48007000e-01
   2.06568521e-03   6.47948000e-01
   2.73341129e-03   6.48053000e-01
   1.43280236e-04   6.47896000e-01
   2.26498475e-03   6.48156000e-01
   1.34877458e-03   6.47997000e-01
   2.51425637e-03   6.47901000e-01
   2.11662528e-03   6.48116000e-01
   3.41212120e-03   6.48066000e-01
   2.71730774e-03   6.48004000e-01
   3.23063250e-03   6.48071000e-01
   1.88979625e-03   6.48044000e-01
   1.18160804e-03   6.47985000e-01
   9.17047371e-04   6.47987000e-01
   5.24837623e-04   6.48017000e-01
   8.73058550e-04   6.48058000e-01
   1.70781230e-03   6.48081000e-01
   2.58956386e-03   6.47998000e-01
   2.39641909e-03   6.48004000e-01
   2.09047649e-03   6.47954000e-01
   3.61872811e-03   6.48037000e-01
   2.12722974e-03   6.47912000e-01
   2.97696089e-03   6.48035000e-01
   8.31337471e-04   6.47979000e-01
   2.16566883e-03   6.47981000e-01
   2.78934422e-03   6.48070000e-01
   2.56232048e-03   6.48150000e-01
   2.37516950e-03   6.47862000e-01
   2.71903895e-03   6.47952000e-01
   2.34856095e-03   6.47979000e-01
   2.40377245e-03   6.48035000e-01
   2.27027615e-03   6.47982000e-01
   3.20282161e-03   6.48077000e-01
   3.17597455e-03   6.47981000e-01
   4.24259332e-04   6.47946000e-01
   2.33422346e-03   6.48047000e-01
   1.69892876e-03   6.48073000e-01
   2.94545178e-03   6.48039000e-01
   2.56976584e-03   6.48014000e-01
   3.68477289e-03   6.47987000e-01
   2.65022630e-03   6.48122000e-01
   1.74972887e-03   6.47940000e-01
   1.47615423e-03   6.48011000e-01
   1.48437554e-03   6.48068000e-01
   2.48260340e-03   6.47962000e-01
   3.42299988e-03   6.47959000e-01
   3.40139771e-03   6.47929000e-01
   2.39850187e-03   6.48014000e-01
   2.58783534e-03   6.47962000e-01
   1.22564620e-03   6.48106000e-01
   2.83571656e-03   6.47982000e-01
   2.76119707e-03   6.48157000e-01
   1.94642253e-03   6.48037000e-01
   2.39652025e-03   6.48050000e-01
   3.31854835e-03   6.47911000e-01
   2.05190997e-03   6.47939000e-01
   2.12937130e-03   6.47899000e-01
   7.97114359e-04   6.48025000e-01
   1.92183022e-03   6.47989000e-01
   3.67897944e-04   6.47998000e-01
   9.63755664e-04   6.47956000e-01
   2.68649199e-03   6.48026000e-01
   7.44065482e-04   6.47986000e-01
   1.70870088e-03   6.47998000e-01
   3.82807172e-04   6.47832000e-01
   1.91096380e-03   6.48062000e-01
   8.55319322e-04   6.47933000e-01
   1.18058317e-03   6.47953000e-01
   1.91310274e-03   6.48075000e-01
   3.01064908e-03   6.47930000e-01
   2.73442099e-03   6.48146000e-01
   3.91931609e-03   6.48016000e-01
   1.19566881e-03   6.48042000e-01
   2.23731198e-03   6.47963000e-01
   1.62299869e-03   6.48005000e-01
   2.06226401e-03   6.47953000e-01
   1.25896945e-03   6.48142000e-01
   2.22825820e-03   6.48045000e-01
   2.84714336e-03   6.48138000e-01
   3.05717007e-03   6.48044000e-01
   1.48062677e-03   6.48031000e-01
   7.20867655e-04   6.47949000e-01
   2.25850756e-03   6.47923000e-01
   1.10165533e-03   6.48016000e-01
   2.00195647e-03   6.47986000e-01
   1.42420674e-03   6.47984000e-01
   1.90785902e-03   6.48054000e-01
   1.80878307e-03   6.47980000e-01
   3.01758045e-03   6.48071000e-01
   1.60597446e-03   6.47873000e-01
   1.25113542e-04   6.47902000e-01
