#          |P|               []
   1.87521431e-02   6.14693000e-01
   1.27508848e-02   6.14654000e-01
   2.22925354e-02   6.14226000e-01
   5.10825862e-03   6.14001000e-01
   1.97271277e-02   6.14271000e-01
   1.53707930e-02   6.14297000e-01
   1.87207725e-02   6.14617000e-01
   1.51804456e-02   6.14333000e-01
   1.59419328e-02   6.14884000e-01
   2.04468444e-02   6.14536000e-01
   1.10468597e-02   6.14288000e-01
   1.55350865e-02   6.14477000e-01
   1.70121510e-02   6.14593000e-01
   1.86449477e-02   6.14586000e-01
   1.33372302e-02   6.14296000e-01
   1.25643572e-02   6.14459000e-01
   1.93223876e-02   6.14666000e-01
   1.48042895e-02   6.14805000e-01
   1.74229503e-02   6.14467000e-01
   1.00969434e-02   6.14792000e-01
   2.20462197e-02   6.14801000e-01
   1.93679310e-02   6.14143000e-01
   1.81003340e-02   6.14146000e-01
   1.85244077e-02   6.14299000e-01
   7.53301373e-03   6.14456000e-01
   1.25964454e-02   6.14047000e-01
   2.15485414e-02   6.14086000e-01
   1.82573760e-02   6.14269000e-01
   1.26757251e-02   6.14394000e-01
   1.35860398e-02   6.14504000e-01
   1.76367469e-02   6.14286000e-01
   3.09674490e-03   6.14383000e-01
   2.05409157e-02   6.14521000e-01
   1.39178750e-02   6.14450000e-01
   1.92659760e-02   6.14602000e-01
   1.80789715e-02   6.14468000e-01
   1.76248213e-02   6.14797000e-01
   1.56835509e-02   6.14274000e-01
   1.16472524e-02   6.14629000e-01
   2.08218990e-02   6.14640000e-01
   1.01373172e-02   6.14302000e-01
   2.17372444e-02   6.14659000e-01
   1.81906625e-02   6.14355000e-01
   1.06824857e-02   6.14600000e-01
   2.07178318e-02   6.14123000e-01
   1.54443091e-02   6.14807000e-01
   1.75199565e-02   6.14358000e-01
   2.00514985e-02   6.14416000e-01
   9.70217724e-03   6.14247000e-01
   1.87957095e-02   6.14370000e-01
   1.55553534e-02   6.14497000e-01
   1.12834276e-02   6.14778000e-01
   9.88144552e-03   6.14399000e-01
   1.63866236e-02   6.14670000e-01
   1.57553592e-02   6.14385000e-01
   2.44742669e-02   6.14642000e-01
   1.44426471e-02   6.14226000e-01
   2.14927359e-02   6.14862000e-01
   1.07885783e-02   6.14531000e-01
   2.08732540e-02   6.14270000e-01
   1.31333102e-02   6.14365000e-01
   9.89703942e-03   6.14168000e-01
   1.33649504e-02   6.14447000e-01
   1.98387622e-02   6.14203000e-01
   1.43852872e-02   6.14237000e-01
   1.27382374e-02   6.14691000e-01
   1.85523897e-02   6.14707000e-01
   1.04475857e-02   6.14210000e-01
   1.30240868e-02   6.14633000e-01
   1.30431218e-02   6.13881000e-01
   1.90297407e-02   6.14485000e-01
   9.35596017e-03   6.14435000e-01
   1.58383728e-02   6.14536000e-01
   1.77889893e-02   6.14309000e-01
   1.45796414e-02   6.14777000e-01
   1.96817859e-02   6.14470000e-01
   1.06070343e-02   6.14328000e-01
   1.20579309e-02   6.14644000e-01
   1.93545124e-02   6.14337000e-01
   2.42158620e-02   6.14517000e-01
   6.33480159e-03   6.14299000e-01
   8.66608957e-03   6.14614000e-01
   5.24781439e-03   6.14676000e-01
   2.09314837e-02   6.14718000e-01
   1.38538348e-02   6.14126000e-01
