#          |P|               []
   2.57458529e-02   6.20956000e-01
   3.04248288e-02   6.20854000e-01
   2.48669799e-02   6.20825000e-01
   2.61221051e-02   6.20925000e-01
   2.49778102e-02   6.21065000e-01
   2.37719607e-02   6.21060000e-01
   2.48563409e-02   6.20966000e-01
   2.24717909e-02   6.21089000e-01
   1.60978950e-02   6.21261000e-01
   2.67109476e-02   6.20597000e-01
   2.90003788e-02   6.21046000e-01
   2.56691289e-02   6.21205000e-01
   2.09561263e-02   6.21139000e-01
   1.93810360e-02   6.21117000e-01
   2.12628601e-02   6.21236000e-01
   2.38773156e-02   6.21044000e-01
   2.23381238e-02   6.21089000e-01
   2.85345593e-02   6.21255000e-01
   2.53173313e-02   6.21430000e-01
   2.74516313e-02   6.21303000e-01
   2.23210685e-02   6.20814000e-01
   2.50819226e-02   6.21042000e-01
   2.22005471e-02   6.21348000e-01
   3.02784345e-02   6.21217000e-01
   2.27702369e-02   6.20788000e-01
   2.53887840e-02   6.21441000e-01
   3.30304110e-02   6.21199000e-01
   2.74398000e-02   6.21186000e-01
   3.25409162e-02   6.21007000e-01
   2.92758067e-02   6.20891000e-01
   2.97761410e-02   6.21511000e-01
   2.59185025e-02   6.20800000e-01
   3.22367868e-02   6.21137000e-01
   2.06642069e-02   6.21274000e-01
   2.07176970e-02   6.20916000e-01
   2.67015170e-02   6.20988000e-01
   2.53679099e-02   6.21287000e-01
   2.20851970e-02   6.20967000e-01
   2.14133971e-02   6.21249000e-01
   2.82312803e-02   6.20932000e-01
   2.14143448e-02   6.21107000e-01
   2.46154622e-02   6.20788000e-01
   1.97856066e-02   6.20844000e-01
   2.50563214e-02   6.21211000e-01
   2.15516646e-02   6.21258000e-01
   2.64020710e-02   6.21301000e-01
   2.92317708e-02   6.20659000e-01
   2.08049814e-02   6.21120000e-01
   3.12474278e-02   6.21211000e-01
   2.47310888e-02   6.20479000e-01
   2.61739014e-02   6.20921000e-01
   2.41021080e-02   6.21262000e-01
   2.93574433e-02   6.20794000e-01
   2.61950668e-02   6.20941000e-01
   2.42235302e-02   6.20701000e-01
   2.19011089e-02   6.20963000e-01
   2.79355299e-02   6.21124000e-01
   2.54043643e-02   6.21002000e-01
   2.20567006e-02   6.20995000e-01
   2.66934745e-02   6.21492000e-01
   2.55058064e-02   6.20867000e-01
   2.65306735e-02   6.20965000e-01
   2.54126028e-02   6.21222000e-01
   2.29911751e-02   6.20661000e-01
   2.67616289e-02   6.20755000e-01
   2.58248067e-02   6.20981000e-01
   2.60625688e-02   6.21295000e-01
   2.46235260e-02   6.21422000e-01
   2.45849857e-02   6.21134000e-01
   2.64234309e-02   6.21294000e-01
   2.30034888e-02   6.21130000e-01
   2.74102144e-02   6.20936000e-01
   2.57049753e-02   6.21057000e-01
   2.40379406e-02   6.21029000e-01
   2.89869373e-02   6.21065000e-01
   2.35036076e-02   6.20706000e-01
   2.97364395e-02   6.20948000e-01
   2.96748823e-02   6.21178000e-01
   2.92810048e-02   6.21116000e-01
   2.83622113e-02   6.21353000e-01
   2.71308718e-02   6.20978000e-01
   2.29620818e-02   6.21035000e-01
   2.79878546e-02   6.20978000e-01
   2.36858269e-02   6.20667000e-01
   3.15827233e-02   6.21568000e-01
   1.99841083e-02   6.20781000e-01
   2.24393457e-02   6.20682000e-01
   2.67132937e-02   6.21263000e-01
   2.25078262e-02   6.21125000e-01
   2.21554811e-02   6.20706000e-01
   2.41901881e-02   6.20842000e-01
   2.79496343e-02   6.21055000e-01
   2.56805773e-02   6.21072000e-01
   2.45471826e-02   6.20774000e-01
   2.75824847e-02   6.21349000e-01
   3.16274977e-02   6.21300000e-01
   1.83833603e-02   6.21087000e-01
   2.42395829e-02   6.20805000e-01
   2.98779949e-02   6.21097000e-01
   2.61814786e-02   6.20756000e-01
   2.51180007e-02   6.21112000e-01
   3.19234158e-02   6.20595000e-01
   3.21708605e-02   6.20992000e-01
   2.95536439e-02   6.21097000e-01
   2.59580696e-02   6.20744000e-01
   2.36185081e-02   6.21048000e-01
   2.88412996e-02   6.20987000e-01
   2.45907093e-02   6.20689000e-01
   2.87159892e-02   6.21019000e-01
   2.35117202e-02   6.20926000e-01
   1.71387280e-02   6.21234000e-01
   2.82683126e-02   6.20830000e-01
   2.27041437e-02   6.20896000e-01
   2.13826135e-02   6.20916000e-01
   2.49108443e-02   6.20943000e-01
   2.44275736e-02   6.20890000e-01
   2.40963182e-02   6.20929000e-01
   2.48286772e-02   6.20963000e-01
   3.01629844e-02   6.20914000e-01
   2.46691149e-02   6.21285000e-01
   2.55821735e-02   6.20992000e-01
   2.37860117e-02   6.21124000e-01
   2.03532234e-02   6.21074000e-01
   2.43472638e-02   6.21151000e-01
   2.86436936e-02   6.21099000e-01
   2.40487795e-02   6.21446000e-01
   3.21313053e-02   6.21256000e-01
   3.45940322e-02   6.21153000e-01
   2.98348992e-02   6.21431000e-01
   2.64704194e-02   6.21565000e-01
   3.11327941e-02   6.21454000e-01
   2.69558279e-02   6.21453000e-01
   2.53073215e-02   6.21158000e-01
   2.78844913e-02   6.21131000e-01
   1.99883883e-02   6.21334000e-01
   2.42998828e-02   6.21010000e-01
   1.97125940e-02   6.21339000e-01
   2.40235357e-02   6.21184000e-01
   2.95367519e-02   6.20887000e-01
   2.87614428e-02   6.21358000e-01
   2.70336131e-02   6.20836000e-01
   2.53836071e-02   6.20950000e-01
   2.70036530e-02   6.20846000e-01
   2.23095104e-02   6.20816000e-01
   2.08575322e-02   6.21385000e-01
   2.64283965e-02   6.20938000e-01
   2.28529580e-02   6.21072000e-01
   2.14495082e-02   6.20903000e-01
   2.53820466e-02   6.20810000e-01
   2.82717736e-02   6.21081000e-01
   2.85996924e-02   6.21138000e-01
   2.20110980e-02   6.21135000e-01
   1.91840698e-02   6.20993000e-01
   2.48734156e-02   6.20802000e-01
   3.05174203e-02   6.20773000e-01
   2.62087778e-02   6.21233000e-01
   2.61729221e-02   6.21013000e-01
   2.20036582e-02   6.21043000e-01
   1.95410884e-02   6.21193000e-01
   2.84683945e-02   6.21254000e-01
   2.42231160e-02   6.21013000e-01
   2.76578191e-02   6.21502000e-01
   2.51489604e-02   6.21071000e-01
   2.58626024e-02   6.20875000e-01
   2.60640054e-02   6.20550000e-01
   3.17480682e-02   6.20992000e-01
   2.84275684e-02   6.20967000e-01
   2.42210992e-02   6.20868000e-01
   2.29659657e-02   6.20832000e-01
   1.87783203e-02   6.20606000e-01
   2.48247254e-02   6.20926000e-01
   2.14214911e-02   6.21035000e-01
   2.81025042e-02   6.21155000e-01
   2.88003147e-02   6.21032000e-01
   2.25391807e-02   6.20801000e-01
   2.69558270e-02   6.20725000e-01
   2.71720953e-02   6.21372000e-01
   2.50617187e-02   6.20474000e-01
   2.69605624e-02   6.20935000e-01
   2.90025916e-02   6.21173000e-01
   1.67217048e-02   6.20882000e-01
   2.50083812e-02   6.20863000e-01
   2.11551495e-02   6.20740000e-01
   2.80136201e-02   6.21197000e-01
   2.54136005e-02   6.21016000e-01
   2.00048932e-02   6.21069000e-01
   2.43491785e-02   6.21219000e-01
   2.23093881e-02   6.21000000e-01
   2.65160127e-02   6.21115000e-01
   2.96997940e-02   6.21311000e-01
   2.75591883e-02   6.20824000e-01
   2.91954193e-02   6.21426000e-01
   2.98037834e-02   6.21171000e-01
   1.99905298e-02   6.20775000e-01
   3.04295042e-02   6.20994000e-01
   2.57100882e-02   6.20779000e-01
   2.39639440e-02   6.21292000e-01
   2.50376456e-02   6.21274000e-01
   2.41426587e-02   6.20833000e-01
   1.75441405e-02   6.20759000e-01
   2.53620439e-02   6.21202000e-01
   2.21989227e-02   6.20893000e-01
   2.64857651e-02   6.21181000e-01
   2.72010008e-02   6.20973000e-01
   3.06788054e-02   6.21219000e-01
