#          |P|               []
   5.49670208e-03   6.04581000e-01
   1.72502547e-03   6.04694000e-01
   4.11117827e-03   6.05019000e-01
   2.60856067e-03   6.05105000e-01
   2.05123554e-03   6.04899000e-01
   2.25461049e-03   6.04747000e-01
   2.56187679e-03   6.04618000e-01
   3.32771884e-03   6.05142000e-01
   4.53032247e-03   6.04694000e-01
   4.45826767e-03   6.04493000e-01
   6.89557463e-03   6.04979000e-01
   2.15554408e-03   6.04573000e-01
   4.97279900e-03   6.04449000e-01
   4.00563824e-03   6.04345000e-01
   4.71474484e-03   6.04579000e-01
   1.75729156e-03   6.05188000e-01
   3.07383071e-03   6.04564000e-01
   3.33280658e-03   6.04877000e-01
   2.10788105e-03   6.04913000e-01
   2.48426547e-03   6.04267000e-01
   1.45755476e-03   6.04574000e-01
   2.08897869e-03   6.04397000e-01
   3.61267520e-03   6.04648000e-01
   6.57544154e-04   6.04652000e-01
   3.09609008e-03   6.04503000e-01
   3.66403842e-03   6.04591000e-01
   7.80804284e-03   6.05011000e-01
   1.01888295e-03   6.04939000e-01
   7.36815616e-04   6.04777000e-01
   4.64937072e-03   6.04335000e-01
   5.83484979e-03   6.04929000e-01
   1.33415966e-03   6.04745000e-01
   5.29163446e-03   6.04577000e-01
   4.51161363e-03   6.04778000e-01
   2.17059559e-03   6.04952000e-01
   1.26130565e-03   6.04707000e-01
   6.16725090e-04   6.05013000e-01
   8.35812343e-03   6.04877000e-01
   3.70852393e-03   6.04756000e-01
   1.10531625e-03   6.04582000e-01
   3.69202631e-03   6.04913000e-01
   5.02024883e-04   6.04904000e-01
   1.60927963e-03   6.04830000e-01
   2.46042295e-03   6.05180000e-01
   1.74001701e-03   6.04488000e-01
   1.84536599e-03   6.04595000e-01
   5.27452748e-03   6.04777000e-01
   4.55080568e-03   6.04834000e-01
   3.11811215e-03   6.04748000e-01
   6.62316900e-03   6.04781000e-01
   2.35930992e-03   6.04562000e-01
   3.74459573e-03   6.04968000e-01
   6.47476539e-04   6.04891000e-01
   1.55952255e-03   6.04787000e-01
   4.24081593e-03   6.04157000e-01
   3.85051726e-03   6.04283000e-01
   8.07235600e-03   6.04579000e-01
   3.56919027e-03   6.04824000e-01
   1.78413152e-03   6.04740000e-01
   4.19894575e-03   6.04750000e-01
   4.23714846e-03   6.04522000e-01
   7.29111546e-03   6.04766000e-01
   6.48657830e-03   6.04305000e-01
   6.31384712e-03   6.04696000e-01
   7.88660692e-04   6.04768000e-01
   2.11351152e-03   6.04591000e-01
   3.83489780e-03   6.04785000e-01
   1.43403206e-03   6.04700000e-01
   6.35985571e-03   6.04389000e-01
   3.93928432e-03   6.04967000e-01
   3.03106137e-03   6.04760000e-01
   2.17298627e-03   6.04615000e-01
   2.48050329e-03   6.04722000e-01
   5.37573499e-04   6.05321000e-01
   1.72891521e-03   6.04587000e-01
   5.67026527e-03   6.04514000e-01
   3.96043095e-03   6.04769000e-01
   7.43621749e-04   6.04240000e-01
   3.53022006e-03   6.04646000e-01
   6.95380723e-03   6.04906000e-01
   4.08911020e-03   6.04811000e-01
   3.15198543e-03   6.05118000e-01
   2.48459697e-03   6.05006000e-01
   4.73659720e-03   6.05076000e-01
   3.88546797e-03   6.04602000e-01
   2.22234699e-03   6.04590000e-01
   4.53711993e-03   6.04906000e-01
   1.99396897e-03   6.04604000e-01
   1.84604446e-03   6.04941000e-01
   4.98992243e-03   6.04468000e-01
   3.07225232e-03   6.04721000e-01
   1.20756471e-03   6.04597000e-01
   5.95174751e-03   6.05055000e-01
   1.89272588e-03   6.04666000e-01
   4.90867530e-03   6.04797000e-01
   4.27399111e-03   6.04781000e-01
   3.36436356e-03   6.04697000e-01
   1.12326211e-03   6.04281000e-01
   4.95391762e-03   6.05076000e-01
   3.00245849e-03   6.04580000e-01
   1.50683888e-03   6.05020000e-01
   2.99135015e-03   6.04766000e-01
   4.20177305e-03   6.04477000e-01
   3.24241563e-03   6.04044000e-01
   1.81314479e-03   6.04722000e-01
   1.89900314e-03   6.04442000e-01
   2.72717423e-03   6.03856000e-01
   1.97931859e-03   6.05214000e-01
   4.61730767e-03   6.04440000e-01
   1.67458891e-03   6.04889000e-01
   5.08092554e-03   6.04572000e-01
   3.43347996e-03   6.04983000e-01
   1.09271409e-03   6.04580000e-01
   2.17661641e-03   6.04541000e-01
   7.81672942e-04   6.04719000e-01
   2.71488712e-04   6.04671000e-01
   3.83025430e-03   6.04779000e-01
   1.86552382e-03   6.04820000e-01
   5.76255322e-03   6.04802000e-01
   3.82042273e-03   6.04782000e-01
   1.91585100e-03   6.04818000e-01
