#          |P|               []
   5.29226858e-03   5.99694000e-01
   2.35262282e-04   5.99573000e-01
   3.84199791e-03   5.99383000e-01
   6.87295478e-03   5.99471000e-01
   4.38233018e-03   5.99404000e-01
   4.26852382e-03   5.99218000e-01
   1.37608770e-03   5.99291000e-01
   4.72648946e-03   5.99257000e-01
   2.81126266e-03   5.99386000e-01
   2.72557707e-03   5.99545000e-01
   2.81919386e-03   5.99217000e-01
   5.02573376e-03   5.99962000e-01
   1.86607438e-03   5.98974000e-01
   2.01187471e-03   5.99234000e-01
   1.68703902e-03   5.99565000e-01
   2.42484191e-03   5.98723000e-01
   1.84895750e-03   5.99666000e-01
   2.15106930e-03   5.98775000e-01
   1.18687825e-03   5.99708000e-01
   3.97014769e-03   5.99087000e-01
   1.44756734e-03   5.99514000e-01
   2.72084501e-03   5.99205000e-01
   4.92024349e-03   5.99397000e-01
   2.37134763e-03   5.99552000e-01
   1.91215487e-03   5.98975000e-01
   3.18665954e-03   5.99423000e-01
   3.32036836e-03   5.99233000e-01
   1.02040340e-03   5.99308000e-01
   3.09282910e-03   5.99878000e-01
   3.49659839e-03   5.98865000e-01
   1.90192462e-03   5.99004000e-01
   1.81907074e-03   5.99541000e-01
   2.24416375e-03   5.99276000e-01
   2.26990869e-03   5.99749000e-01
   1.31241205e-03   5.99330000e-01
   4.06750281e-03   5.99219000e-01
   5.91435539e-04   5.99702000e-01
   4.38449243e-03   5.99498000e-01
   6.28152773e-03   5.99360000e-01
   4.91641539e-03   5.99016000e-01
   5.34181677e-04   5.99201000e-01
   5.01472333e-03   5.99422000e-01
   6.59150136e-04   5.99044000e-01
   2.04425583e-03   5.99175000e-01
   2.82828307e-03   5.99537000e-01
   4.45061815e-03   5.99679000e-01
   1.10945296e-03   5.99578000e-01
   2.94554225e-03   5.98820000e-01
   3.04897731e-03   5.99743000e-01
   1.92998385e-03   5.99335000e-01
   4.96118738e-03   5.99315000e-01
   2.78486130e-03   5.99992000e-01
   2.75050693e-03   5.99100000e-01
   6.21591690e-03   5.99435000e-01
   4.09068563e-03   5.99151000e-01
   3.48678732e-03   5.99798000e-01
   1.78742918e-03   5.98974000e-01
   1.68296040e-03   5.99271000e-01
   2.42971950e-03   5.99148000e-01
